500000	-104.44359588623
504500	-103.486610412598
509000	-82.6867523193359
513500	-106.367950439453
518000	-106.431739807129
522500	-104.133369445801
527000	-105.948028564453
531500	-105.235572814941
536000	-105.590309143066
540500	-104.103866577148
545000	-103.351905822754
549500	-103.546493530273
554000	-105.319610595703
558500	-105.125152587891
563000	-105.471282958984
567500	-105.837951660156
572000	-105.428077697754
576500	-104.704940795898
581000	-106.381675720215
585500	-103.821556091309
590000	-105.767639160156
594500	-107.072418212891
599000	-106.001564025879
603500	-105.112327575684
608000	-106.039733886719
612500	-105.988624572754
617000	-107.499130249023
621500	-104.954032897949
626000	-106.341819763184
630500	-105.423828125
635000	-107.606254577637
639500	-105.116882324219
644000	-107.773002624512
648500	-105.776000976562
653000	-107.101036071777
657500	-107.241394042969
662000	-106.474960327148
666500	-107.918876647949
671000	-106.041770935059
675500	-106.236434936523
680000	-109.119285583496
684500	-107.693008422852
689000	-107.728691101074
693500	-106.650817871094
698000	-105.682312011719
702500	-107.703155517578
707000	-106.231185913086
711500	-106.288139343262
716000	-106.582511901855
720500	-107.593551635742
725000	-105.759727478027
729500	-106.334953308105
734000	-106.33975982666
738500	-108.264305114746
743000	-105.648597717285
747500	-107.414474487305
752000	-108.815879821777
756500	-109.186790466309
761000	-106.830123901367
765500	-107.903511047363
770000	-108.51961517334
774500	-107.130264282227
779000	-105.753868103027
783500	-107.220626831055
788000	-108.413520812988
792500	-108.24397277832
797000	-106.354339599609
801500	-105.943954467773
806000	-107.927597045898
810500	-106.967025756836
815000	-106.766128540039
819500	-108.024971008301
824000	-106.178749084473
828500	-106.008460998535
833000	-106.823745727539
837500	-108.166488647461
842000	-110.197235107422
846500	-107.482078552246
851000	-108.67512512207
855500	-106.400970458984
860000	-109.327980041504
864500	-109.354705810547
869000	-108.669548034668
873500	-106.583190917969
878000	-109.025199890137
882500	-108.534141540527
887000	-108.415199279785
891500	-107.434555053711
896000	-109.20728302002
900500	-108.510391235352
905000	-109.257911682129
909500	-109.23184967041
914000	-108.754196166992
918500	-108.181884765625
923000	-109.284126281738
927500	-107.633934020996
932000	-110.507827758789
936500	-110.885475158691
941000	-109.932670593262
945500	-109.518226623535
950000	-107.732620239258
954500	-108.013511657715
959000	-109.06761932373
963500	-107.162269592285
968000	-111.155166625977
972500	-109.077896118164
977000	-106.840805053711
981500	-109.488677978516
986000	-109.072212219238
990500	-106.808616638184
995000	-109.207710266113
999500	-90.6549453735352
1004000	-109.069000244141
1008500	-106.884811401367
1013000	-110.498138427734
1017500	-107.916717529297
1022000	-108.878555297852
1026500	-110.860221862793
1031000	-109.577178955078
1035500	-107.990592956543
1040000	-109.390808105469
1044500	-108.989532470703
1049000	-110.278617858887
1053500	-109.139114379883
1058000	-109.833503723145
1062500	-109.888786315918
1067000	-108.823387145996
1071500	-111.421035766602
1076000	-111.439331054687
1080500	-108.030250549316
1085000	-109.20760345459
1089500	-109.238212585449
1094000	-111.528678894043
1098500	-112.028503417969
1103000	-110.724014282227
1107500	-111.061965942383
1112000	-110.70809173584
1116500	-111.756103515625
1121000	-107.775016784668
1125500	-109.101921081543
1130000	-108.782150268555
1134500	-108.506774902344
1139000	-110.021797180176
1143500	-109.17414855957
1148000	-110.780235290527
1152500	-111.341621398926
1157000	-109.007972717285
1161500	-109.850166320801
1166000	-110.430557250977
