w	gain	V(onoise)
1.640476465565548e+06	1.332522e-01	5.050208e-11
1.644258154379867e+06	1.329514e-01	5.038808e-11
1.648048560887241e+06	1.326512e-01	5.027432e-11
1.651847705184026e+06	1.323517e-01	5.016081e-11
1.655655607412907e+06	1.320529e-01	5.004754e-11
1.659472287763003e+06	1.317547e-01	4.993453e-11
1.663297766469974e+06	1.314571e-01	4.982175e-11
1.667132063816126e+06	1.311602e-01	4.970923e-11
1.670975200130522e+06	1.308640e-01	4.959695e-11
1.674827195789089e+06	1.305684e-01	4.948491e-11
1.678688071214724e+06	1.302734e-01	4.937312e-11
1.682557846877404e+06	1.299791e-01	4.926157e-11
1.686436543294294e+06	1.296854e-01	4.915026e-11
1.690324181029858e+06	1.293923e-01	4.903920e-11
1.694220780695962e+06	1.290999e-01	4.892838e-11
1.698126362951991e+06	1.288082e-01	4.881780e-11
1.702040948504953e+06	1.285170e-01	4.870746e-11
1.705964558109591e+06	1.282265e-01	4.859736e-11
1.709897212568493e+06	1.279367e-01	4.848750e-11
1.713838932732200e+06	1.276474e-01	4.837788e-11
1.717789739499321e+06	1.273588e-01	4.826850e-11
1.721749653816640e+06	1.270709e-01	4.815936e-11
1.725718696679229e+06	1.267835e-01	4.805046e-11
1.729696889130557e+06	1.264968e-01	4.794180e-11
1.733684252262605e+06	1.262107e-01	4.783337e-11
1.737680807215976e+06	1.259253e-01	4.772518e-11
1.741686575180006e+06	1.256404e-01	4.761723e-11
1.745701577392877e+06	1.253562e-01	4.750951e-11
1.749725835141733e+06	1.250726e-01	4.740203e-11
1.753759369762786e+06	1.247896e-01	4.729478e-11
1.757802202641437e+06	1.245073e-01	4.718777e-11
1.761854355212381e+06	1.242255e-01	4.708099e-11
1.765915848959730e+06	1.239444e-01	4.697445e-11
1.769986705417119e+06	1.236639e-01	4.686813e-11
1.774066946167822e+06	1.233840e-01	4.676206e-11
1.778156592844872e+06	1.231048e-01	4.665621e-11
1.782255667131166e+06	1.228261e-01	4.655060e-11
1.786364190759589e+06	1.225480e-01	4.644521e-11
1.790482185513124e+06	1.222706e-01	4.634006e-11
1.794609673224970e+06	1.219938e-01	4.623514e-11
1.798746675778655e+06	1.217175e-01	4.613045e-11
1.802893215108156e+06	1.214419e-01	4.602599e-11
1.807049313198010e+06	1.211669e-01	4.592176e-11
1.811214992083436e+06	1.208925e-01	4.581775e-11
1.815390273850450e+06	1.206186e-01	4.571398e-11
1.819575180635978e+06	1.203454e-01	4.561043e-11
1.823769734627982e+06	1.200728e-01	4.550711e-11
1.827973958065567e+06	1.198008e-01	4.540402e-11
1.832187873239109e+06	1.195294e-01	4.530115e-11
1.836411502490365e+06	1.192586e-01	4.519851e-11
1.840644868212599e+06	1.189884e-01	4.509609e-11
1.844887992850693e+06	1.187187e-01	4.499390e-11
1.849140898901272e+06	1.184497e-01	4.489194e-11
1.853403608912821e+06	1.181812e-01	4.479020e-11
1.857676145485803e+06	1.179134e-01	4.468868e-11
1.861958531272783e+06	1.176461e-01	4.458739e-11
1.866250788978543e+06	1.173794e-01	4.448632e-11
1.870552941360207e+06	1.171133e-01	4.438547e-11
1.874865011227357e+06	1.168478e-01	4.428484e-11
1.879187021442160e+06	1.165829e-01	4.418444e-11
1.883518994919484e+06	1.163186e-01	4.408425e-11
1.887860954627019e+06	1.160548e-01	4.398429e-11
1.892212923585405e+06	1.157916e-01	4.388455e-11
1.896574924868348e+06	1.155290e-01	4.378502e-11
1.900946981602744e+06	1.152670e-01	4.368572e-11
1.905329116968803e+06	1.150056e-01	4.358663e-11
1.909721354200171e+06	1.147447e-01	4.348777e-11
1.914123716584051e+06	1.144844e-01	4.338912e-11
1.918536227461331e+06	1.142247e-01	4.329069e-11
1.922958910226705e+06	1.139656e-01	4.319247e-11
1.927391788328796e+06	1.137070e-01	4.309448e-11
1.931834885270282e+06	1.134490e-01	4.299670e-11
1.936288224608022e+06	1.131916e-01	4.289913e-11
1.940751829953177e+06	1.129347e-01	4.280178e-11
1.945225724971339e+06	1.126784e-01	4.270465e-11
1.949709933382652e+06	1.124227e-01	4.260773e-11
1.954204478961945e+06	1.121675e-01	4.251102e-11
1.958709385538850e+06	1.119129e-01	4.241453e-11
1.963224676997934e+06	1.116589e-01	4.231825e-11
1.967750377278822e+06	1.114054e-01	4.222218e-11
1.972286510376326e+06	1.111525e-01	4.212633e-11
1.976833100340574e+06	1.109002e-01	4.203069e-11
1.981390171277131e+06	1.106484e-01	4.193526e-11
1.985957747347135e+06	1.103971e-01	4.184003e-11
1.990535852767420e+06	1.101464e-01	4.174503e-11
1.995124511810643e+06	1.098963e-01	4.165023e-11
1.999723748805420e+06	1.096467e-01	4.155564e-11
2.004333588136447e+06	1.093977e-01	4.146126e-11
2.008954054244632e+06	1.091492e-01	4.136709e-11
2.013585171627227e+06	1.089013e-01	4.127313e-11
2.018226964837956e+06	1.086539e-01	4.117937e-11
2.022879458487145e+06	1.084071e-01	4.108583e-11
2.027542677241850e+06	1.081608e-01	4.099249e-11
2.032216645825995e+06	1.079151e-01	4.089936e-11
2.036901389020494e+06	1.076699e-01	4.080643e-11
2.041596931663391e+06	1.074253e-01	4.071371e-11
2.046303298649984e+06	1.071812e-01	4.062120e-11
2.051020514932964e+06	1.069376e-01	4.052889e-11
2.055748605522541e+06	1.066946e-01	4.043678e-11
2.060487595486580e+06	1.064521e-01	4.034488e-11
2.065237509950736e+06	1.062102e-01	4.025319e-11
2.069998374098581e+06	1.059688e-01	4.016169e-11
2.074770213171743e+06	1.057279e-01	4.007041e-11
2.079553052470038e+06	1.054875e-01	3.997931e-11
2.084346917351605e+06	1.052477e-01	3.988843e-11
2.089151833233036e+06	1.050085e-01	3.979775e-11
2.093967825589519e+06	1.047697e-01	3.970727e-11
2.098794919954964e+06	1.045315e-01	3.961699e-11
2.103633141922147e+06	1.042938e-01	3.952691e-11
2.108482517142837e+06	1.040567e-01	3.943703e-11
2.113343071327941e+06	1.038201e-01	3.934734e-11
2.118214830247631e+06	1.035840e-01	3.925786e-11
2.123097819731489e+06	1.033484e-01	3.916858e-11
2.127992065668640e+06	1.031133e-01	3.907950e-11
2.132897594007888e+06	1.028788e-01	3.899061e-11
2.137814430757856e+06	1.026448e-01	3.890192e-11
2.142742601987122e+06	1.024113e-01	3.881343e-11
2.147682133824360e+06	1.021783e-01	3.872514e-11
2.152633052458477e+06	1.019459e-01	3.863704e-11
2.157595384138749e+06	1.017140e-01	3.854914e-11
2.162569155174966e+06	1.014825e-01	3.846143e-11
2.167554391937567e+06	1.012516e-01	3.837392e-11
2.172551120857780e+06	1.010213e-01	3.828661e-11
2.177559368427765e+06	1.007914e-01	3.819949e-11
2.182579161200752e+06	1.005620e-01	3.811256e-11
2.187610525791182e+06	1.003332e-01	3.802583e-11
2.192653488874849e+06	1.001048e-01	3.793928e-11
2.197708077189043e+06	9.987700e-02	3.785294e-11
2.202774317532687e+06	9.964968e-02	3.776678e-11
2.207852236766483e+06	9.942286e-02	3.768082e-11
2.212941861813053e+06	9.919655e-02	3.759505e-11
2.218043219657082e+06	9.897073e-02	3.750946e-11
2.223156337345463e+06	9.874543e-02	3.742407e-11
2.228281241987435e+06	9.852063e-02	3.733888e-11
2.233417960754734e+06	9.829633e-02	3.725387e-11
2.238566520881731e+06	9.807253e-02	3.716905e-11
2.243726949665579e+06	9.784923e-02	3.708442e-11
2.248899274466357e+06	9.762642e-02	3.699997e-11
2.254083522707218e+06	9.740411e-02	3.691572e-11
2.259279721874529e+06	9.718230e-02	3.683165e-11
2.264487899518020e+06	9.696099e-02	3.674777e-11
2.269708083250932e+06	9.674016e-02	3.666408e-11
2.274940300750159e+06	9.651984e-02	3.658058e-11
2.280184579756396e+06	9.630001e-02	3.649726e-11
2.285440948074291e+06	9.608066e-02	3.641413e-11
2.290709433572582e+06	9.586180e-02	3.633119e-11
2.295990064184258e+06	9.564344e-02	3.624843e-11
2.301282867906694e+06	9.542555e-02	3.616585e-11
2.306587872801811e+06	9.520816e-02	3.608346e-11
2.311905106996215e+06	9.499126e-02	3.600125e-11
2.317234598681353e+06	9.477483e-02	3.591923e-11
2.322576376113660e+06	9.455890e-02	3.583739e-11
2.327930467614708e+06	9.434345e-02	3.575574e-11
2.333296901571356e+06	9.412847e-02	3.567426e-11
2.338675706435903e+06	9.391398e-02	3.559297e-11
2.344066910726239e+06	9.369996e-02	3.551186e-11
2.349470543025989e+06	9.348643e-02	3.543093e-11
2.354886631984676e+06	9.327337e-02	3.535018e-11
2.360315206317864e+06	9.306080e-02	3.526962e-11
2.365756294807313e+06	9.284869e-02	3.518923e-11
2.371209926301134e+06	9.263706e-02	3.510902e-11
2.376676129713937e+06	9.242591e-02	3.502899e-11
2.382154934026988e+06	9.221523e-02	3.494915e-11
2.387646368288364e+06	9.200501e-02	3.486948e-11
2.393150461613101e+06	9.179527e-02	3.478999e-11
2.398667243183354e+06	9.158600e-02	3.471067e-11
2.404196742248551e+06	9.137720e-02	3.463154e-11
2.409738988125545e+06	9.116887e-02	3.455258e-11
2.415294010198771e+06	9.096099e-02	3.447380e-11
2.420861837920404e+06	9.075359e-02	3.439520e-11
2.426442500810512e+06	9.054665e-02	3.431676e-11
2.432036028457215e+06	9.034018e-02	3.423851e-11
2.437642450516838e+06	9.013417e-02	3.416043e-11
2.443261796714074e+06	8.992862e-02	3.408253e-11
2.448894096842137e+06	8.972353e-02	3.400481e-11
2.454539380762921e+06	8.951890e-02	3.392725e-11
2.460197678407160e+06	8.931473e-02	3.384987e-11
2.465869019774584e+06	8.911102e-02	3.377267e-11
2.471553434934082e+06	8.890776e-02	3.369563e-11
2.477250954023855e+06	8.870497e-02	3.361877e-11
2.482961607251584e+06	8.850262e-02	3.354209e-11
2.488685424894583e+06	8.830073e-02	3.346557e-11
2.494422437299964e+06	8.809929e-02	3.338923e-11
2.500172674884795e+06	8.789831e-02	3.331305e-11
2.505936168136264e+06	8.769777e-02	3.323705e-11
2.511712947611837e+06	8.749769e-02	3.316122e-11
2.517503043939426e+06	8.729805e-02	3.308556e-11
2.523306487817543e+06	8.709887e-02	3.301007e-11
2.529123310015471e+06	8.690012e-02	3.293475e-11
2.534953541373422e+06	8.670183e-02	3.285959e-11
2.540797212802703e+06	8.650398e-02	3.278461e-11
2.546654355285877e+06	8.630658e-02	3.270979e-11
2.552524999876931e+06	8.610962e-02	3.263515e-11
2.558409177701438e+06	8.591310e-02	3.256067e-11
2.564306919956723e+06	8.571703e-02	3.248635e-11
2.570218257912029e+06	8.552139e-02	3.241221e-11
2.576143222908681e+06	8.532619e-02	3.233823e-11
2.582081846360253e+06	8.513144e-02	3.226442e-11
2.588034159752736e+06	8.493712e-02	3.219077e-11
2.594000194644703e+06	8.474323e-02	3.211729e-11
2.599979982667476e+06	8.454978e-02	3.204398e-11
2.605973555525298e+06	8.435678e-02	3.197083e-11
2.611980944995495e+06	8.416419e-02	3.189784e-11
2.618002182928646e+06	8.397205e-02	3.182502e-11
2.624037301248758e+06	8.378034e-02	3.175236e-11
2.630086331953426e+06	8.358906e-02	3.167986e-11
2.636149307114008e+06	8.339821e-02	3.160753e-11
2.642226258875796e+06	8.320779e-02	3.153536e-11
2.648317219458183e+06	8.301780e-02	3.146336e-11
2.654422221154835e+06	8.282823e-02	3.139151e-11
2.660541296333864e+06	8.263909e-02	3.131983e-11
2.666674477437997e+06	8.245037e-02	3.124831e-11
2.672821796984750e+06	8.226208e-02	3.117695e-11
2.678983287566599e+06	8.207422e-02	3.110575e-11
2.685158981851154e+06	8.188678e-02	3.103471e-11
2.691348912581332e+06	8.169976e-02	3.096383e-11
2.697553112575528e+06	8.151316e-02	3.089311e-11
2.703771614727794e+06	8.132698e-02	3.082255e-11
2.710004452008008e+06	8.114123e-02	3.075214e-11
2.716251657462055e+06	8.095589e-02	3.068190e-11
2.722513264211994e+06	8.077096e-02	3.061182e-11
2.728789305456243e+06	8.058646e-02	3.054189e-11
2.735079814469745e+06	8.040237e-02	3.047212e-11
2.741384824604155e+06	8.021869e-02	3.040251e-11
2.747704369288009e+06	8.003543e-02	3.033305e-11
2.754038482026903e+06	7.985258e-02	3.026375e-11
2.760387196403672e+06	7.967014e-02	3.019461e-11
2.766750546078569e+06	7.948811e-02	3.012562e-11
2.773128564789439e+06	7.930650e-02	3.005679e-11
2.779521286351902e+06	7.912529e-02	2.998812e-11
2.785928744659533e+06	7.894450e-02	2.991959e-11
2.792350973684038e+06	7.876411e-02	2.985123e-11
2.798788007475434e+06	7.858413e-02	2.978301e-11
2.805239880162235e+06	7.840455e-02	2.971496e-11
2.811706625951627e+06	7.822538e-02	2.964705e-11
2.818188279129654e+06	7.804661e-02	2.957930e-11
2.824684874061394e+06	7.786825e-02	2.951170e-11
2.831196445191147e+06	7.769029e-02	2.944425e-11
2.837723027042616e+06	7.751273e-02	2.937696e-11
2.844264654219087e+06	7.733557e-02	2.930981e-11
2.850821361403617e+06	7.715881e-02	2.924282e-11
2.857393183359214e+06	7.698245e-02	2.917598e-11
2.863980154929024e+06	7.680649e-02	2.910929e-11
2.870582311036516e+06	7.663092e-02	2.904276e-11
2.877199686685662e+06	7.645575e-02	2.897637e-11
2.883832316961131e+06	7.628097e-02	2.891013e-11
2.890480237028467e+06	7.610660e-02	2.884404e-11
2.897143482134281e+06	7.593261e-02	2.877810e-11
2.903822087606436e+06	7.575902e-02	2.871231e-11
2.910516088854232e+06	7.558582e-02	2.864667e-11
2.917225521368598e+06	7.541301e-02	2.858118e-11
2.923950420722277e+06	7.524060e-02	2.851583e-11
2.930690822570017e+06	7.506856e-02	2.845063e-11
2.937446762648757e+06	7.489692e-02	2.838558e-11
2.944218276777817e+06	7.472567e-02	2.832068e-11
2.951005400859094e+06	7.455481e-02	2.825592e-11
2.957808170877242e+06	7.438433e-02	2.819131e-11
2.964626622899870e+06	7.421423e-02	2.812684e-11
2.971460793077734e+06	7.404453e-02	2.806252e-11
2.978310717644923e+06	7.387520e-02	2.799835e-11
2.985176432919054e+06	7.370625e-02	2.793432e-11
2.992057975301468e+06	7.353770e-02	2.787044e-11
2.998955381277416e+06	7.336952e-02	2.780670e-11
3.005868687416259e+06	7.320172e-02	2.774310e-11
3.012797930371657e+06	7.303429e-02	2.767965e-11
3.019743146881767e+06	7.286726e-02	2.761634e-11
3.026704373769436e+06	7.270059e-02	2.755318e-11
3.033681647942394e+06	7.253431e-02	2.749016e-11
3.040675006393456e+06	7.236840e-02	2.742728e-11
3.047684486200712e+06	7.220286e-02	2.736454e-11
3.054710124527725e+06	7.203770e-02	2.730195e-11
3.061751958623732e+06	7.187291e-02	2.723949e-11
3.068810025823835e+06	7.170850e-02	2.717718e-11
3.075884363549205e+06	7.154445e-02	2.711501e-11
3.082975009307274e+06	7.138079e-02	2.705298e-11
3.090082000691942e+06	7.121748e-02	2.699109e-11
3.097205375383770e+06	7.105456e-02	2.692934e-11
3.104345171150180e+06	7.089199e-02	2.686773e-11
3.111501425845659e+06	7.072980e-02	2.680626e-11
3.118674177411957e+06	7.056797e-02	2.674493e-11
3.125863463878289e+06	7.040651e-02	2.668373e-11
3.133069323361537e+06	7.024541e-02	2.662268e-11
3.140291794066449e+06	7.008468e-02	2.656176e-11
3.147530914285847e+06	6.992432e-02	2.650098e-11
3.154786722400825e+06	6.976432e-02	2.644034e-11
3.162059256880955e+06	6.960467e-02	2.637984e-11
3.169348556284492e+06	6.944539e-02	2.631947e-11
3.176654659258576e+06	6.928648e-02	2.625925e-11
3.183977604539436e+06	6.912792e-02	2.619915e-11
3.191317430952600e+06	6.896972e-02	2.613920e-11
3.198674177413097e+06	6.881188e-02	2.607937e-11
3.206047882925664e+06	6.865440e-02	2.601969e-11
3.213438586584953e+06	6.849727e-02	2.596014e-11
3.220846327575741e+06	6.834050e-02	2.590072e-11
3.228271145173131e+06	6.818409e-02	2.584145e-11
3.235713078742769e+06	6.802803e-02	2.578230e-11
3.243172167741045e+06	6.787232e-02	2.572329e-11
3.250648451715306e+06	6.771697e-02	2.566441e-11
3.258141970304065e+06	6.756197e-02	2.560566e-11
3.265652763237213e+06	6.740732e-02	2.554705e-11
3.273180870336226e+06	6.725302e-02	2.548857e-11
3.280726331514378e+06	6.709906e-02	2.543023e-11
3.288289186776952e+06	6.694547e-02	2.537201e-11
3.295869476221456e+06	6.679221e-02	2.531393e-11
3.303467240037829e+06	6.663931e-02	2.525598e-11
3.311082518508658e+06	6.648675e-02	2.519816e-11
3.318715352009392e+06	6.633455e-02	2.514047e-11
3.326365781008555e+06	6.618267e-02	2.508292e-11
3.334033846067958e+06	6.603115e-02	2.502549e-11
3.341719587842920e+06	6.587998e-02	2.496820e-11
3.349423047082478e+06	6.572914e-02	2.491103e-11
3.357144264629607e+06	6.557865e-02	2.485399e-11
3.364883281421434e+06	6.542850e-02	2.479709e-11
3.372640138489454e+06	6.527869e-02	2.474031e-11
3.380414876959753e+06	6.512921e-02	2.468366e-11
3.388207538053219e+06	6.498008e-02	2.462714e-11
3.396018163085766e+06	6.483129e-02	2.457075e-11
3.403846793468550e+06	6.468283e-02	2.451449e-11
3.411693470708190e+06	6.453472e-02	2.445835e-11
3.419558236406988e+06	6.438693e-02	2.440234e-11
3.427441132263149e+06	6.423949e-02	2.434646e-11
3.435342200071001e+06	6.409238e-02	2.429070e-11
3.443261481721220e+06	6.394560e-02	2.423508e-11
3.451199019201049e+06	6.379915e-02	2.417957e-11
3.459154854594521e+06	6.365304e-02	2.412420e-11
3.467129030082684e+06	6.350726e-02	2.406895e-11
3.475121587943822e+06	6.336181e-02	2.401382e-11
3.483132570553681e+06	6.321669e-02	2.395882e-11
3.491162020385694e+06	6.307190e-02	2.390395e-11
3.499209980011204e+06	6.292744e-02	2.384920e-11
3.507276492099692e+06	6.278331e-02	2.379457e-11
3.515361599419002e+06	6.263950e-02	2.374007e-11
3.523465344835569e+06	6.249603e-02	2.368569e-11
3.531587771314644e+06	6.235287e-02	2.363144e-11
3.539728921920523e+06	6.221005e-02	2.357731e-11
3.547888839816777e+06	6.206754e-02	2.352330e-11
3.556067568266477e+06	6.192536e-02	2.346942e-11
3.564265150632429e+06	6.178351e-02	2.341565e-11
3.572481630377398e+06	6.164197e-02	2.336201e-11
3.580717051064341e+06	6.150076e-02	2.330849e-11
3.588971456356639e+06	6.135987e-02	2.325510e-11
3.597244890018327e+06	6.121930e-02	2.320182e-11
3.605537395914327e+06	6.107905e-02	2.314867e-11
3.613849018010680e+06	6.093912e-02	2.309563e-11
3.622179800374778e+06	6.079950e-02	2.304272e-11
3.630529787175601e+06	6.066021e-02	2.298993e-11
3.638899022683947e+06	6.052123e-02	2.293725e-11
3.647287551272670e+06	6.038256e-02	2.288470e-11
3.655695417416913e+06	6.024421e-02	2.283227e-11
3.664122665694346e+06	6.010618e-02	2.277995e-11
3.672569340785400e+06	5.996846e-02	2.272776e-11
3.681035487473505e+06	5.983105e-02	2.267568e-11
3.689521150645329e+06	5.969395e-02	2.262372e-11
3.698026375291012e+06	5.955717e-02	2.257188e-11
3.706551206504410e+06	5.942070e-02	2.252016e-11
3.715095689483329e+06	5.928454e-02	2.246856e-11
3.723659869529766e+06	5.914869e-02	2.241707e-11
3.732243792050153e+06	5.901314e-02	2.236570e-11
3.740847502555592e+06	5.887791e-02	2.231445e-11
3.749471046662098e+06	5.874299e-02	2.226331e-11
3.758114470090846e+06	5.860836e-02	2.221229e-11
3.766777818668405e+06	5.847405e-02	2.216138e-11
3.775461138326987e+06	5.834004e-02	2.211060e-11
3.784164475104689e+06	5.820634e-02	2.205992e-11
3.792887875145735e+06	5.807294e-02	2.200937e-11
3.801631384700725e+06	5.793985e-02	2.195892e-11
3.810395050126875e+06	5.780705e-02	2.190860e-11
3.819178917888268e+06	5.767456e-02	2.185838e-11
3.827983034556095e+06	5.754238e-02	2.180828e-11
3.836807446808908e+06	5.741049e-02	2.175830e-11
3.845652201432861e+06	5.727890e-02	2.170843e-11
3.854517345321963e+06	5.714761e-02	2.165867e-11
3.863402925478323e+06	5.701662e-02	2.160903e-11
3.872308989012405e+06	5.688593e-02	2.155950e-11
3.881235583143269e+06	5.675554e-02	2.151008e-11
3.890182755198830e+06	5.662544e-02	2.146077e-11
3.899150552616103e+06	5.649564e-02	2.141158e-11
3.908139022941457e+06	5.636614e-02	2.136250e-11
3.917148213830867e+06	5.623693e-02	2.131353e-11
3.926178173050166e+06	5.610801e-02	2.126467e-11
3.935228948475300e+06	5.597939e-02	2.121592e-11
3.944300588092578e+06	5.585106e-02	2.116728e-11
3.953393139998931e+06	5.572302e-02	2.111876e-11
3.962506652402163e+06	5.559528e-02	2.107034e-11
3.971641173621212e+06	5.546783e-02	2.102204e-11
3.980796752086397e+06	5.534066e-02	2.097384e-11
3.989973436339686e+06	5.521379e-02	2.092576e-11
3.999171275034945e+06	5.508720e-02	2.087779e-11
4.008390316938197e+06	5.496091e-02	2.082992e-11
4.017630610927887e+06	5.483489e-02	2.078216e-11
4.026892205995133e+06	5.470917e-02	2.073451e-11
4.036175151243990e+06	5.458374e-02	2.068697e-11
4.045479495891710e+06	5.445859e-02	2.063954e-11
4.054805289269002e+06	5.433372e-02	2.059222e-11
4.064152580820294e+06	5.420914e-02	2.054500e-11
4.073521420103995e+06	5.408485e-02	2.049790e-11
4.082911856792758e+06	5.396083e-02	2.045090e-11
4.092323940673745e+06	5.383711e-02	2.040400e-11
4.101757721648886e+06	5.371366e-02	2.035722e-11
4.111213249735150e+06	5.359049e-02	2.031054e-11
4.120690575064805e+06	5.346760e-02	2.026396e-11
4.130189747885686e+06	5.334500e-02	2.021750e-11
4.139710818561463e+06	5.322267e-02	2.017114e-11
4.149253837571904e+06	5.310062e-02	2.012488e-11
4.158818855513146e+06	5.297885e-02	2.007873e-11
4.168405923097962e+06	5.285736e-02	2.003269e-11
4.178015091156030e+06	5.273614e-02	1.998674e-11
4.187646410634202e+06	5.261521e-02	1.994091e-11
4.197299932596776e+06	5.249454e-02	1.989518e-11
4.206975708225763e+06	5.237416e-02	1.984955e-11
4.216673788821165e+06	5.225404e-02	1.980403e-11
4.226394225801236e+06	5.213420e-02	1.975861e-11
4.236137070702768e+06	5.201464e-02	1.971330e-11
4.245902375181354e+06	5.189534e-02	1.966809e-11
4.255690191011666e+06	5.177632e-02	1.962298e-11
4.265500570087730e+06	5.165757e-02	1.957797e-11
4.275333564423199e+06	5.153909e-02	1.953307e-11
4.285189226151629e+06	5.142089e-02	1.948827e-11
4.295067607526760e+06	5.130295e-02	1.944357e-11
4.304968760922783e+06	5.118528e-02	1.939897e-11
4.314892738834631e+06	5.106787e-02	1.935448e-11
4.324839593878245e+06	5.095074e-02	1.931008e-11
4.334809378790861e+06	5.083387e-02	1.926579e-11
4.344802146431286e+06	5.071727e-02	1.922160e-11
4.354817949780179e+06	5.060094e-02	1.917751e-11
4.364856841940333e+06	5.048487e-02	1.913352e-11
4.374918876136955e+06	5.036907e-02	1.908963e-11
4.385004105717948e+06	5.025353e-02	1.904584e-11
4.395112584154195e+06	5.013825e-02	1.900216e-11
4.405244365039843e+06	5.002324e-02	1.895857e-11
4.415399502092586e+06	4.990849e-02	1.891508e-11
4.425578049153949e+06	4.979400e-02	1.887169e-11
4.435780060189576e+06	4.967977e-02	1.882839e-11
4.446005589289512e+06	4.956580e-02	1.878520e-11
4.456254690668497e+06	4.945210e-02	1.874211e-11
4.466527418666245e+06	4.933865e-02	1.869911e-11
4.476823827747738e+06	4.922546e-02	1.865621e-11
4.487143972503510e+06	4.911253e-02	1.861341e-11
4.497487907649944e+06	4.899986e-02	1.857071e-11
4.507855688029551e+06	4.888745e-02	1.852811e-11
4.518247368611273e+06	4.877529e-02	1.848560e-11
4.528663004490766e+06	4.866339e-02	1.844319e-11
4.539102650890693e+06	4.855174e-02	1.840087e-11
4.549566363161022e+06	4.844034e-02	1.835866e-11
4.560054196779312e+06	4.832921e-02	1.831654e-11
4.570566207351013e+06	4.821832e-02	1.827451e-11
4.581102450609759e+06	4.810769e-02	1.823258e-11
4.591662982417664e+06	4.799731e-02	1.819075e-11
4.602247858765616e+06	4.788719e-02	1.814901e-11
4.612857135773575e+06	4.777731e-02	1.810737e-11
4.623490869690871e+06	4.766769e-02	1.806582e-11
4.634149116896504e+06	4.755832e-02	1.802437e-11
4.644831933899438e+06	4.744919e-02	1.798302e-11
4.655539377338907e+06	4.734032e-02	1.794175e-11
4.666271503984709e+06	4.723169e-02	1.790058e-11
4.677028370737513e+06	4.712332e-02	1.785951e-11
4.687810034629153e+06	4.701519e-02	1.781853e-11
4.698616552822940e+06	4.690730e-02	1.777764e-11
4.709447982613957e+06	4.679967e-02	1.773685e-11
4.720304381429366e+06	4.669227e-02	1.769615e-11
4.731185806828713e+06	4.658513e-02	1.765554e-11
4.742092316504233e+06	4.647823e-02	1.761503e-11
4.753023968281154e+06	4.637157e-02	1.757460e-11
4.763980820118004e+06	4.626516e-02	1.753427e-11
4.774962930106924e+06	4.615899e-02	1.749403e-11
4.785970356473966e+06	4.605306e-02	1.745389e-11
4.797003157579408e+06	4.594738e-02	1.741383e-11
4.808061391918065e+06	4.584193e-02	1.737387e-11
4.819145118119594e+06	4.573673e-02	1.733400e-11
4.830254394948807e+06	4.563177e-02	1.729422e-11
4.841389281305985e+06	4.552704e-02	1.725453e-11
4.852549836227186e+06	4.542256e-02	1.721493e-11
4.863736118884563e+06	4.531832e-02	1.717542e-11
4.874948188586671e+06	4.521431e-02	1.713601e-11
4.886186104778789e+06	4.511054e-02	1.709668e-11
4.897449927043229e+06	4.500701e-02	1.705744e-11
4.908739715099656e+06	4.490371e-02	1.701829e-11
4.920055528805402e+06	4.480066e-02	1.697923e-11
4.931397428155784e+06	4.469783e-02	1.694026e-11
4.942765473284425e+06	4.459525e-02	1.690138e-11
4.954159724463568e+06	4.449289e-02	1.686259e-11
4.965580242104398e+06	4.439077e-02	1.682389e-11
4.977027086757363e+06	4.428888e-02	1.678527e-11
4.988500319112494e+06	4.418723e-02	1.674675e-11
4.999999999999726e+06	4.408581e-02	1.670831e-11
