Freq.	S21(v1)
1.06354783035600e+04	-9.21187346935981e-11,-7.23828390840907e-10
1.06763037041678e+04	-9.23825000116043e-11,-7.22144582603541e-10
1.07172858173641e+04	-9.26494166387427e-11,-7.20474146555598e-10
1.07584252447067e+04	-9.29195324656731e-11,-7.18817099531924e-10
1.07997225900623e+04	-9.31928963064958e-11,-7.17173459253683e-10
1.08411784596159e+04	-9.34695579205481e-11,-7.15543244341577e-10
1.08827934618793e+04	-9.37495680348031e-11,-7.13926474329338e-10
1.09245682077000e+04	-9.40329783668970e-11,-7.12323169677512e-10
1.09665033102706e+04	-9.43198416488011e-11,-7.10733351787532e-10
1.10085993851372e+04	-9.46102116511602e-11,-7.09157043016102e-10
1.10508570502089e+04	-9.49041432083230e-11,-7.07594266689879e-10
1.10932769257667e+04	-9.52016922440780e-11,-7.06045047120468e-10
1.11358596344726e+04	-9.55029157981271e-11,-7.04509409619744e-10
1.11786058013786e+04	-9.58078720533152e-11,-7.02987380515497e-10
1.12215160539364e+04	-9.61166203636443e-11,-7.01478987167409e-10
1.12645910220058e+04	-9.64292212830945e-11,-6.99984257983375e-10
1.13078313378647e+04	-9.67457365952818e-11,-6.98503222436171e-10
1.13512376362180e+04	-9.70662293439779e-11,-6.97035911080478e-10
1.13948105542068e+04	-9.73907638645241e-11,-6.95582355570267e-10
1.14385507314183e+04	-9.77194058161643e-11,-6.94142588676555e-10
1.14824588098943e+04	-9.80522222153336e-11,-6.92716644305543e-10
1.15265354341416e+04	-9.83892814699303e-11,-6.91304557517134e-10
1.15707812511409e+04	-9.87306534146081e-11,-6.89906364543847e-10
1.16151969103563e+04	-9.90764093471190e-11,-6.88522102810134e-10
1.16597830637449e+04	-9.94266220657501e-11,-6.87151810952105e-10
1.17045403657666e+04	-9.97813659078812e-11,-6.85795528837674e-10
1.17494694733934e+04	-1.00140716789716e-10,-6.84453297587132e-10
1.17945710461191e+04	-1.00504752247208e-10,-6.83125159594147e-10
1.18398457459691e+04	-1.00873551478247e-10,-6.81811158547218e-10
1.18852942375101e+04	-1.01247195386130e-10,-6.80511339451581e-10
1.19309171878598e+04	-1.01625766624369e-10,-6.79225748651564e-10
1.19767152666966e+04	-1.02009349642884e-10,-6.77954433853428e-10
1.20226891462695e+04	-1.02398030735632e-10,-6.76697444148677e-10
1.20688395014083e+04	-1.02791898089711e-10,-6.75454830037861e-10
1.21151670095328e+04	-1.03191041836015e-10,-6.74226643454869e-10
1.21616723506635e+04	-1.03595554101467e-10,-6.73012937791741e-10
1.22083562074309e+04	-1.04005529062906e-10,-6.71813767923981e-10
1.22552192650862e+04	-1.04421063002690e-10,-6.70629190236403e-10
1.23022622115108e+04	-1.04842254366053e-10,-6.69459262649513e-10
1.23494857372265e+04	-1.05269203820318e-10,-6.68304044646426e-10
1.23968905354060e+04	-1.05702014315993e-10,-6.67163597300339e-10
1.24444773018827e+04	-1.06140791149853e-10,-6.66037983302568e-10
1.24922467351610e+04	-1.06585642030063e-10,-6.64927266991152e-10
1.25401995364265e+04	-1.07036677143414e-10,-6.63831514380036e-10
1.25883364095566e+04	-1.07494009224774e-10,-6.62750793188842e-10
1.26366580611305e+04	-1.07957753628808e-10,-6.61685172873241e-10
1.26851652004396e+04	-1.08428028404072e-10,-6.60634724655924e-10
1.27338585394981e+04	-1.08904954369562e-10,-6.59599521558189e-10
1.27827387930533e+04	-1.09388655193818e-10,-6.58579638432153e-10
1.28318066785960e+04	-1.09879257476665e-10,-6.57575151993588e-10
1.28810629163715e+04	-1.10376890833715e-10,-6.56586140855398e-10
1.29305082293894e+04	-1.10881687983711e-10,-6.55612685561736e-10
1.29801433434351e+04	-1.11393784838846e-10,-6.54654868622774e-10
1.30299689870797e+04	-1.11913320598152e-10,-6.53712774550133e-10
1.30799858916910e+04	-1.12440437844094e-10,-6.52786489892966e-10
1.31301947914444e+04	-1.12975282642479e-10,-6.51876103274720e-10
1.31805964233334e+04	-1.13518004645834e-10,-6.50981705430558e-10
1.32311915271806e+04	-1.14068757200354e-10,-6.50103389245468e-10
1.32819808456483e+04	-1.14627697456600e-10,-6.49241249793038e-10
1.33329651242498e+04	-1.15194986484068e-10,-6.48395384374920e-10
1.33841451113600e+04	-1.15770789389798e-10,-6.47565892560970e-10
1.34355215582267e+04	-1.16355275441177e-10,-6.46752876230071e-10
1.34870952189812e+04	-1.16948618193113e-10,-6.45956439611628e-10
1.35388668506498e+04	-1.17550995619748e-10,-6.45176689327748e-10
1.35908372131645e+04	-1.18162590250905e-10,-6.44413734436082e-10
1.36430070693747e+04	-1.18783589313456e-10,-6.43667686473336e-10
1.36953771850578e+04	-1.19414184877806e-10,-6.42938659499436e-10
1.37479483289308e+04	-1.20054574009724e-10,-6.42226770142344e-10
1.38007212726617e+04	-1.20704958927720e-10,-6.41532137643497e-10
1.38536967908802e+04	-1.21365547166217e-10,-6.40854883903880e-10
1.39068756611900e+04	-1.22036551744746e-10,-6.40195133530690e-10
1.39602586641792e+04	-1.22718191343427e-10,-6.39553013884581e-10
1.40138465834328e+04	-1.23410690484993e-10,-6.38928655127473e-10
1.40676402055432e+04	-1.24114279723645e-10,-6.38322190270890e-10
1.41216403201225e+04	-1.24829195841014e-10,-6.37733755224793e-10
1.41758477198137e+04	-1.25555682049550e-10,-6.37163488846890e-10
1.42302632003026e+04	-1.26293988203641e-10,-6.36611532992356e-10
1.42848875603290e+04	-1.27044371018811e-10,-6.36078032563956e-10
1.43397216016991e+04	-1.27807094299329e-10,-6.35563135562480e-10
1.43947661292967e+04	-1.28582429174618e-10,-6.35066993137476e-10
1.44500219510953e+04	-1.29370654344827e-10,-6.34589759638183e-10
1.45054898781699e+04	-1.30172056335981e-10,-6.34131592664629e-10
1.45611707247089e+04	-1.30986929765126e-10,-6.33692653118788e-10
1.46170653080259e+04	-1.31815577615920e-10,-6.33273105255740e-10
1.46731744485721e+04	-1.32658311525120e-10,-6.32873116734726e-10
1.47294989699480e+04	-1.33515452080472e-10,-6.32492858669993e-10
1.47860396989154e+04	-1.34387329130496e-10,-6.32132505681338e-10
1.48427974654100e+04	-1.35274282106720e-10,-6.31792235944207e-10
1.48997731025530e+04	-1.36176660358913e-10,-6.31472231239222e-10
1.49569674466639e+04	-1.37094823503920e-10,-6.31172677000993e-10
1.50143813372722e+04	-1.38029141788715e-10,-6.30893762366044e-10
1.50720156171304e+04	-1.38979996468324e-10,-6.30635680219689e-10
1.51298711322256e+04	-1.39947780199307e-10,-6.30398627241639e-10
1.51879487317927e+04	-1.40932897449519e-10,-6.30182803950163e-10
1.52462492683260e+04	-1.41935764924903e-10,-6.29988414744534e-10
1.53047735975927e+04	-1.42956812014119e-10,-6.29815667945536e-10
1.53635225786446e+04	-1.43996481251840e-10,-6.29664775833737e-10
1.54224970738312e+04	-1.45055228801590e-10,-6.29535954685234e-10
1.54816979488122e+04	-1.46133524959065e-10,-6.29429424804538e-10
1.55411260725702e+04	-1.47231854676886e-10,-6.29345410554239e-10
1.56007823174235e+04	-1.48350718111827e-10,-6.29284140381067e-10
1.56606675590389e+04	-1.49490631195590e-10,-6.29245846837904e-10
1.57207826764446e+04	-1.50652126230247e-10,-6.29230766601309e-10
1.57811285520428e+04	-1.51835752509556e-10,-6.29239140484024e-10
1.58417060716232e+04	-1.53042076967392e-10,-6.29271213441927e-10
1.59025161243755e+04	-1.54271684854624e-10,-6.29327234574823e-10
1.59635596029027e+04	-1.55525180445818e-10,-6.29407457120427e-10
1.60248374032342e+04	-1.56803187777228e-10,-6.29512138440825e-10
1.60863504248388e+04	-1.58106351417621e-10,-6.29641540000631e-10
1.61480995706381e+04	-1.59435337273550e-10,-6.29795927336019e-10
1.62100857470196e+04	-1.60790833430783e-10,-6.29975570013694e-10
1.62723098638501e+04	-1.62173551033689e-10,-6.30180741578815e-10
1.63347728344891e+04	-1.63584225204460e-10,-6.30411719490793e-10
1.63974755758018e+04	-1.65023616004186e-10,-6.30668785045764e-10
1.64604190081734e+04	-1.66492509437854e-10,-6.30952223284481e-10
1.65236040555216e+04	-1.67991718505496e-10,-6.31262322884207e-10
1.65870316453109e+04	-1.69522084301821e-10,-6.31599376033103e-10
1.66507027085661e+04	-1.71084477166759e-10,-6.31963678285457e-10
1.67146181798854e+04	-1.72679797889525e-10,-6.32355528395949e-10
1.67787789974551e+04	-1.74308978968898e-10,-6.32775228131007e-10
1.68431861030623e+04	-1.75972985932597e-10,-6.33223082055111e-10
1.69078404421097e+04	-1.77672818718758e-10,-6.33699397289745e-10
1.69727429636288e+04	-1.79409513122675e-10,-6.34204483242451e-10
1.70378946202940e+04	-1.81184142312170e-10,-6.34738651303265e-10
1.71032963684368e+04	-1.82997818415075e-10,-6.35302214505513e-10
1.71689491680595e+04	-1.84851694182545e-10,-6.35895487147748e-10
1.72348539828497e+04	-1.86746964732083e-10,-6.36518784373238e-10
1.73010117801941e+04	-1.88684869374353e-10,-6.37172421703183e-10
1.73674235311927e+04	-1.90666693528104e-10,-6.37856714519413e-10
1.74340902106733e+04	-1.92693770727688e-10,-6.38571977492010e-10
1.75010127972057e+04	-1.94767484727934e-10,-6.39318523946834e-10
1.75681922731160e+04	-1.96889271711349e-10,-6.40096665167515e-10
1.76356296245011e+04	-1.99060622602856e-10,-6.40906709625960e-10
1.77033258412429e+04	-2.01283085497548e-10,-6.41748962134898e-10
1.77712819170235e+04	-2.03558268207180e-10,-6.42623722915407e-10
1.78394988493390e+04	-2.05887840931407e-10,-6.43531286571687e-10
1.79079776395147e+04	-2.08273539060016e-10,-6.44471940964701e-10
1.79767192927194e+04	-2.10717166112715e-10,-6.45445965975471e-10
1.80457248179804e+04	-2.13220596823296e-10,-6.46453632148036e-10
1.81149952281984e+04	-2.15785780375276e-10,-6.47495199201108e-10
1.81845315401622e+04	-2.18414743796423e-10,-6.48570914396508e-10
1.82543347745634e+04	-2.21109595519816e-10,-6.49681010751302e-10
1.83244059560120e+04	-2.23872529119396e-10,-6.50825705079420e-10
1.83947461130507e+04	-2.26705827228212e-10,-6.52005195847159e-10
1.84653562781707e+04	-2.29611865647806e-10,-6.53219660825571e-10
1.85362374878263e+04	-2.32593117657435e-10,-6.54469254521138e-10
1.86073907824505e+04	-2.35652158531989e-10,-6.55754105364391e-10
1.86788172064700e+04	-2.38791670277670e-10,-6.57074312634279e-10
1.87505178083206e+04	-2.42014446594593e-10,-6.58429943093947e-10
1.88224936404627e+04	-2.45323398075533e-10,-6.59821027311388e-10
1.88947457593969e+04	-2.48721557650059e-10,-6.61247555635871e-10
1.89672752256788e+04	-2.52212086283194e-10,-6.62709473798380e-10
1.90400831039355e+04	-2.55798278937544e-10,-6.64206678101279e-10
1.91131704628805e+04	-2.59483570807561e-10,-6.65739010159153e-10
1.91865383753299e+04	-2.63271543834101e-10,-6.67306251149247e-10
1.92601879182177e+04	-2.67165933506846e-10,-6.68908115525931e-10
1.93341201726119e+04	-2.71170635961301e-10,-6.70544244149446e-10
1.94083362237304e+04	-2.75289715375969e-10,-6.72214196774434e-10
1.94828371609567e+04	-2.79527411673965e-10,-6.73917443838709e-10
1.95576240778560e+04	-2.83888148531572e-10,-6.75653357487111e-10
1.96326980721914e+04	-2.88376541694115e-10,-6.77421201759270e-10
1.97080602459398e+04	-2.92997407596932e-10,-6.79220121863428e-10
1.97837117053080e+04	-2.97755772286040e-10,-6.81049132451321e-10
1.98596535607494e+04	-3.02656880629296e-10,-6.82907104801251e-10
1.99358869269797e+04	-3.07706205804241e-10,-6.84792752808000e-10
2.00124129229938e+04	-3.12909459043390e-10,-6.86704617669031e-10
2.00892326720818e+04	-3.18272599611198e-10,-6.88641051146434e-10
2.01663473018457e+04	-3.23801844979246e-10,-6.90600197273345e-10
2.02437579442161e+04	-3.29503681157109e-10,-6.92579972361986e-10
2.03214657354683e+04	-3.35384873125659e-10,-6.94578043158043e-10
2.03994718162396e+04	-3.41452475306975e-10,-6.96591802972820e-10
2.04777773315455e+04	-3.47713841990336e-10,-6.98618345610487e-10
2.05563834307972e+04	-3.54176637616537e-10,-7.00654436892722e-10
2.06352912678175e+04	-3.60848846802698e-10,-7.02696483567298e-10
2.07145020008586e+04	-3.67738783966397e-10,-7.04740499370660e-10
2.07940167926187e+04	-3.74855102380753e-10,-7.06782067997453e-10
2.08738368102591e+04	-3.82206802460696e-10,-7.08816302712440e-10
2.09539632254214e+04	-3.89803239044156e-10,-7.10837802322583e-10
2.10343972142448e+04	-3.97654127389925e-10,-7.12840603209495e-10
2.11151399573829e+04	-4.05769547565432e-10,-7.14818127105543e-10
2.11961926400217e+04	-4.14159946841986e-10,-7.16763124281049e-10
2.12775564518965e+04	-4.22836139651093e-10,-7.18667611796146e-10
2.13592325873096e+04	-4.31809304582339e-10,-7.20522806459651e-10
2.14412222451476e+04	-4.41090977819825e-10,-7.22319052130222e-10
2.15235266288993e+04	-4.50693042319236e-10,-7.24045740993202e-10
2.16061469466733e+04	-4.60627711919881e-10,-7.25691228452056e-10
2.16890844112153e+04	-4.70907509464478e-10,-7.27242741288105e-10
2.17723402399267e+04	-4.81545237862588e-10,-7.28686278769223e-10
2.18559156548817e+04	-4.92553942880493e-10,-7.30006506430507e-10
2.19398118828457e+04	-5.03946866269827e-10,-7.31186642311575e-10
2.20240301552931e+04	-5.15737387658826e-10,-7.32208335520937e-10
2.21085717084254e+04	-5.27938953423239e-10,-7.33051537113278e-10
2.21934377831896e+04	-5.40564990529148e-10,-7.33694363417281e-10
2.22786296252961e+04	-5.53628803098430e-10,-7.34112952147392e-10
2.23641484852369e+04	-5.67143449191487e-10,-7.34281311881755e-10
2.24499956183045e+04	-5.81121595035531e-10,-7.34171165800550e-10
2.25361722846096e+04	-5.95575343655700e-10,-7.33751790965666e-10
2.26226797491002e+04	-6.10516034599759e-10,-7.32989854896770e-10
2.27095192815799e+04	-6.25954011196932e-10,-7.31849251774108e-10
2.27966921567266e+04	-6.41898351573894e-10,-7.30290941289284e-10
2.28841996541111e+04	-6.58356559487813e-10,-7.28272793986304e-10
2.29720430582160e+04	-6.75334210955081e-10,-7.25749447900253e-10
2.30602236584545e+04	-6.92834552690507e-10,-7.22672182421865e-10
2.31487427491895e+04	-7.10858048568393e-10,-7.18988816600920e-10
2.32376016297522e+04	-7.29401870727646e-10,-7.14643640551867e-10
2.33268016044615e+04	-7.48459332630683e-10,-7.09577390233816e-10
2.34163439826433e+04	-7.68019262424060e-10,-7.03727277623501e-10
2.35062300786492e+04	-7.88065316420525e-10,-6.97027090145404e-10
2.35964612118761e+04	-8.08575234518048e-10,-6.89407375105504e-10
2.36870387067857e+04	-8.29520041985819e-10,-6.80795726701506e-10
2.37779638929236e+04	-8.50863205371600e-10,-6.71117194823302e-10
2.38692381049393e+04	-8.72559754399047e-10,-6.60294836139215e-10
2.39608626826051e+04	-8.94555386681558e-10,-6.48250428663822e-10
2.40528389708364e+04	-9.16785577892167e-10,-6.34905370846403e-10
2.41451683197112e+04	-9.39174726642950e-10,-6.20181784879835e-10
2.42378520844899e+04	-9.61635370596860e-10,-6.04003841039186e-10
2.43308916256350e+04	-9.84067517994460e-10,-5.86299315024995e-10
2.44242883088316e+04	-1.00635814641294e-09,-5.67001383121154e-10
2.45180435050070e+04	-1.02838092759723e-09,-5.46050650147438e-10
2.46121585903508e+04	-1.04999624283873e-09,-5.23397392472170e-10
2.47066349463355e+04	-1.07105155667070e-09,-4.99003982724444e-10
2.48014739597363e+04	-1.09138221650015e-09,-4.72847444563627e-10
2.48966770226518e+04	-1.11081274102883e-09,-4.44922065555950e-10
2.49922455325244e+04	-1.12915864980198e-09,-4.15241974956249e-10
2.50881808921605e+04	-1.14622886904263e-09,-3.83843572576787e-10
2.51844845097516e+04	-1.16182872457763e-09,-3.50787677008566e-10
2.52811577988944e+04	-1.17576350127509e-09,-3.16161248694866e-10
2.53782021786120e+04	-1.18784251098177e-09,-2.80078538382372e-10
2.54756190733747e+04	-1.19788356946528e-09,-2.42681516815098e-10
2.55734099131204e+04	-1.20571774036660e-09,-2.04139459199219e-10
2.56715761332764e+04	-1.21119416460267e-09,-1.64647589004761e-10
2.57701191747797e+04	-1.21418476156575e-09,-1.24424729761196e-10
2.58690404840986e+04	-1.21458856845543e-09,-8.37099686581318e-11
2.59683415132540e+04	-1.21233548016084e-09,-4.27583982384552e-11
2.60680237198403e+04	-1.20738916698646e-09,-1.83606698706828e-12
2.61680885670471e+04	-1.19974898194289e-09,3.87856701291533e-11
2.62685375236806e+04	-1.18945072173292e-09,7.88361606592049e-11
2.63693720641851e+04	-1.17656617200275e-09,1.18051549854800e-10
2.64705936686650e+04	-1.16120144194743e-09,1.56180676661652e-10
2.65722038229059e+04	-1.14349416874523e-09,1.92990495727214e-10
2.66742040183968e+04	-1.12360974108416e-09,2.28270782992548e-10
2.67765957523521e+04	-1.10173674658479e-09,2.61837933073969e-10
2.68793805277334e+04	-1.07808188531403e-09,2.93537720016681e-10
2.69825598532713e+04	-1.05286460827942e-09,3.23246962367535e-10
2.70861352434882e+04	-1.02631173579895e-09,3.50874101918497e-10
2.71901082187199e+04	-9.98652288286656e-10,3.76358766721232e-10
2.72944803051382e+04	-9.70112725365835e-10,3.99670438361237e-10
2.73992530347734e+04	-9.40912743400545e-10,4.20806378199849e-10
2.75044279455365e+04	-9.11261731807127e-10,4.39788986501471e-10
2.76100065812420e+04	-8.81355939673575e-10,4.56662772950119e-10
2.77159904916305e+04	-8.51376360110783e-10,4.71491109210584e-10
2.78223812323915e+04	-8.21487303005010e-10,4.84352916870691e-10
2.79291803651861e+04	-7.91835598807305e-10,4.95339420547122e-10
2.80363894576700e+04	-7.62550356948078e-10,5.04551069234907e-10
2.81440100835165e+04	-7.33743191805696e-10,5.12094701773216e-10
2.82520438224397e+04	-7.05508825709578e-10,5.18081006628621e-10
2.83604922602175e+04	-6.77925980738585e-10,5.22622303455397e-10
2.84693569887151e+04	-6.51058477525388e-10,5.25830654871482e-10
2.85786396059080e+04	-6.24956468430525e-10,5.27816301873454e-10
2.86883417159059e+04	-5.99657743038752e-10,5.28686405205934e-10
2.87984649289761e+04	-5.75189054939484e-10,5.28544067441543e-10
2.89090108615668e+04	-5.51567429428489e-10,5.27487606008822e-10
2.90199811363314e+04	-5.28801421598195e-10,5.25610045357410e-10
2.91313773821520e+04	-5.06892302964897e-10,5.22998796306110e-10
2.92432012341630e+04	-4.85835162173662e-10,5.19735491860345e-10
2.93554543337759e+04	-4.65619911408340e-10,5.15895950960809e-10
2.94681383287025e+04	-4.46232194982055e-10,5.11550244365317e-10
2.95812548729799e+04	-4.27654200310999e-10,5.06762839880695e-10
2.96948056269942e+04	-4.09865374227111e-10,5.01592807234306e-10
2.98087922575050e+04	-3.92843049516976e-10,4.96094065852028e-10
2.99232164376700e+04	-3.76562987835146e-10,4.90315661589898e-10
3.00380798470696e+04	-3.60999845867975e-10,4.84302060990158e-10
3.01533841717313e+04	-3.46127571940949e-10,4.78093453870079e-10
3.02691311041547e+04	-3.31919740272550e-10,4.71726056997408e-10
3.03853223433361e+04	-3.18349829867078e-10,4.65232413268435e-10
3.05019595947938e+04	-3.05391454677860e-10,4.58641682202774e-10
3.06190445705926e+04	-2.93018551215457e-10,4.51979918727281e-10
3.07365789893695e+04	-2.81205529265787e-10,4.45270338167663e-10
3.08545645763585e+04	-2.69927390851837e-10,4.38533566127621e-10
3.09730030634163e+04	-2.59159822043149e-10,4.31787872538557e-10
3.10918961890474e+04	-2.48879261705481e-10,4.25049389632658e-10
3.12112456984295e+04	-2.39062950799716e-10,4.18332313950746e-10
3.13310533434398e+04	-2.29688965390597e-10,4.11649092763450e-10
3.14513208826800e+04	-2.20736236115668e-10,4.05010595477015e-10
3.15720500815023e+04	-2.12184556493878e-10,3.98426270728130e-10
3.16932427120355e+04	-2.04014582121274e-10,3.91904289957782e-10
3.18149005532110e+04	-1.96207822506288e-10,3.85451678302706e-10
3.19370253907886e+04	-1.88746627037210e-10,3.79074433662965e-10
3.20596190173832e+04	-1.81614166346637e-10,3.72777634802537e-10
3.21826832324905e+04	-1.74794410139329e-10,3.66565539322123e-10
3.23062198425141e+04	-1.68272102377820e-10,3.60441672314236e-10
3.24302306607914e+04	-1.62032734571806e-10,3.54408906473591e-10
3.25547175076206e+04	-1.56062517789757e-10,3.48469534393648e-10
3.26796822102874e+04	-1.50348353902122e-10,3.42625333735090e-10
3.28051266030915e+04	-1.44877806472471e-10,3.36877625905697e-10
3.29310525273739e+04	-1.39639071633961e-10,3.31227328844719e-10
3.30574618315438e+04	-1.34620949221676e-10,3.25675004459398e-10
3.31843563711057e+04	-1.29812814375107e-10,3.20220901217461e-10
3.33117380086865e+04	-1.25204589777759e-10,3.14864992357465e-10
3.34396086140633e+04	-1.20786718661379e-10,3.09607010139342e-10
3.35679700641902e+04	-1.16550138669419e-10,3.04446476520360e-10
3.36968242432263e+04	-1.12486256647118e-10,2.99382730607090e-10
3.38261730425634e+04	-1.08586924403182e-10,2.94414953201944e-10
3.39560183608534e+04	-1.04844415469695e-10,2.89542188733203e-10
3.40863621040365e+04	-1.01251402871971e-10,2.84763364830284e-10
3.42172061853689e+04	-9.78009379080803e-11,2.80077309781034e-10
3.43485525254513e+04	-9.44864299281886e-11,2.75482768085074e-10
3.44804030522566e+04	-9.13016270963290e-11,2.70978414296446e-10
3.46127597011584e+04	-8.82405981114005e-11,2.66562865329907e-10
3.47456244149597e+04	-8.52977148597624e-11,2.62234691388086e-10
3.48789991439208e+04	-8.24676359685607e-11,2.57992425651137e-10
3.50128858457887e+04	-7.97452912266361e-11,2.53834572856468e-10
3.51472864858249e+04	-7.71258668383818e-11,2.49759616883353e-10
3.52822030368353e+04	-7.46047914750717e-11,2.45766027445761e-10
3.54176374791982e+04	-7.21777230878535e-11,2.41852265986333e-10
3.55535918008940e+04	-6.98405364467046e-11,2.38016790855062e-10
3.56900679975341e+04	-6.75893113700593e-11,2.34258061847799e-10
3.58270680723903e+04	-6.54203216105105e-11,2.30574544172093e-10
3.59645940364243e+04	-6.33300243628617e-11,2.26964711901015e-10
3.61026479083167e+04	-6.13150503618391e-11,2.23427050969459e-10
3.62412317144975e+04	-5.93721945379103e-11,2.19960061761862e-10
3.63803474891749e+04	-5.74984072008658e-11,2.16562261335273e-10
3.65199972743661e+04	-5.56907857220828e-11,2.13232185317248e-10
3.66601831199264e+04	-5.39465666876669e-11,2.09968389513973e-10
3.68009070835798e+04	-5.22631184959654e-11,2.06769451260412e-10
3.69421712309492e+04	-5.06379343742191e-11,2.03633970541006e-10
3.70839776355866e+04	-4.90686257903916e-11,2.00560570906512e-10
3.72263283790033e+04	-4.75529162374436e-11,1.97547900209952e-10
3.73692255507010e+04	-4.60886353685246e-11,1.94594631182249e-10
3.75126712482021e+04	-4.46737134627171e-11,1.91699461866017e-10
3.76566675770804e+04	-4.33061762020850e-11,1.88861115924057e-10
3.78012166509923e+04	-4.19841397418572e-11,1.86078342837390e-10
3.79463205917077e+04	-4.07058060566003e-11,1.83349918006104e-10
3.80919815291411e+04	-3.94694585462199e-11,1.80674642764927e-10
3.82382016013829e+04	-3.82734578865625e-11,1.78051344324163e-10
3.83849829547309e+04	-3.71162381102774e-11,1.75478875645543e-10
3.85323277437214e+04	-3.59963029044395e-11,1.72956115261490e-10
3.86802381311614e+04	-3.49122221122339e-11,1.70481967045445e-10
3.88287162881599e+04	-3.38626284267532e-11,1.68055359940044e-10
3.89777643941601e+04	-3.28462142656732e-11,1.65675247649225e-10
3.91273846369710e+04	-3.18617288162456e-11,1.63340608299712e-10
3.92775792127999e+04	-3.09079752406758e-11,1.61050444076666e-10
3.94283503262844e+04	-2.99838080325562e-11,1.58803780837853e-10
3.95797001905249e+04	-2.90881305155824e-11,1.56599667710125e-10
3.97316310271168e+04	-2.82198924763125e-11,1.54437176671641e-10
3.98841450661837e+04	-2.73780879232221e-11,1.52315402122822e-10
4.00372445464095e+04	-2.65617529647800e-11,1.50233460448746e-10
4.01909317150715e+04	-2.57699637997035e-11,1.48190489575322e-10
4.03452088280736e+04	-2.50018348129680e-11,1.46185648521361e-10
4.05000781499790e+04	-2.42565167715310e-11,1.44218116948354e-10
4.06555419540439e+04	-2.35331951140928e-11,1.42287094709612e-10
4.08116025222505e+04	-2.28310883295602e-11,1.40391801400160e-10
4.09682621453405e+04	-2.21494464191959e-11,1.38531475908640e-10
4.11255231228491e+04	-2.14875494377398e-11,1.36705375972301e-10
4.12833877631385e+04	-2.08447061090657e-11,1.34912777736018e-10
4.14418583834315e+04	-2.02202525122055e-11,1.33152975316139e-10
4.16009373098461e+04	-1.96135508338190e-11,1.31425280369867e-10
4.17606268774293e+04	-1.90239881834166e-11,1.29729021670766e-10
4.19209294301912e+04	-1.84509754678670e-11,1.28063544690886e-10
4.20818473211399e+04	-1.78939463219193e-11,1.26428211189945e-10
4.22433829123157e+04	-1.73523560916662e-11,1.24822398811887e-10
4.24055385748257e+04	-1.68256808680508e-11,1.23245500689136e-10
4.25683166888790e+04	-1.63134165676913e-11,1.21696925054737e-10
4.27317196438211e+04	-1.58150780584560e-11,1.20176094862585e-10
4.28957498381694e+04	-1.53301983273655e-11,1.18682447415856e-10
4.30604096796482e+04	-1.48583276885457e-11,1.17215434003750e-10
4.32257015852243e+04	-1.43990330290794e-11,1.15774519546571e-10
4.33916279811421e+04	-1.39518970907304e-11,1.14359182249209e-10
4.35581913029593e+04	-1.35165177856294e-11,1.12968913262984e-10
4.37253939955829e+04	-1.30925075441175e-11,1.11603216355856e-10
4.38932385133049e+04	-1.26794926930471e-11,1.10261607590937e-10
4.40617273198385e+04	-1.22771128629319e-11,1.08943615013252e-10
4.42308628883538e+04	-1.18850204224331e-11,1.07648778344658e-10
4.44006477015147e+04	-1.15028799387455e-11,1.06376648686853e-10
4.45710842515149e+04	-1.11303676625333e-11,1.05126788232338e-10
4.47421750401148e+04	-1.07671710361355e-11,1.03898769983251e-10
4.49139225786780e+04	-1.04129882238322e-11,1.02692177477935e-10
4.50863293882080e+04	-1.00675276630269e-11,1.01506604525118e-10
4.52593979993859e+04	-9.73050763526576e-12,1.00341654945575e-10
4.54331309526068e+04	-9.40165585606635e-12,9.91969423211363e-11
4.56075307980173e+04	-9.08070908258909e-12,9.80720897509011e-11
4.57826000955532e+04	-8.76741273823108e-12,9.69667296145162e-11
4.59583414149768e+04	-8.46152055327275e-12,9.58805033423813e-11
4.61347573359147e+04	-8.16279422075183e-12,9.48130611926342e-11
4.63118504478957e+04	-7.87100306678165e-12,9.37640620347751e-11
4.64896233503886e+04	-7.58592373457079e-12,9.27331731397881e-11
4.66680786528409e+04	-7.30733988143831e-12,9.17200699766180e-11
4.68472189747164e+04	-7.03504188815464e-12,9.07244360148633e-11
4.70270469455341e+04	-6.76882657996982e-12,8.97459625335484e-11
4.72075652049068e+04	-6.50849695872327e-12,8.87843484358372e-11
4.73887764025795e+04	-6.25386194545747e-12,8.78393000695577e-11
4.75706831984687e+04	-6.00473613298492e-12,8.69105310534048e-11
4.77532882627012e+04	-5.76093954788442e-12,8.59977621086958e-11
4.79365942756534e+04	-5.52229742142510e-12,8.51007208965516e-11
4.81206039279907e+04	-5.28863996894014e-12,8.42191418603852e-11
4.83053199207066e+04	-5.05980217719269e-12,8.33527660735771e-11
4.84907449651629e+04	-4.83562359929521e-12,8.25013410922258e-11
4.86768817831292e+04	-4.61594815676295e-12,8.16646208128602e-11
4.88637331068229e+04	-4.40062394829797e-12,8.08423653350088e-11
4.90513016789493e+04	-4.18950306491625e-12,8.00343408285221e-11
4.92395902527418e+04	-3.98244141104490e-12,7.92403194055473e-11
4.94286015920024e+04	-3.77929853122970e-12,7.84600789970631e-11
4.96183384711423e+04	-3.57993744210543e-12,7.76934032338791e-11
4.98088036752226e+04	-3.38422446929262e-12,7.69400813320153e-11
