Freq.	S21(v1)
2.30602236584557e+03	-6.62900860204691e-11,-2.80280349865117e-09
2.31487427491907e+03	-6.62986564884440e-11,-2.79225994625841e-09
2.32376016297533e+03	-6.63072798969355e-11,-2.78175739904561e-09
2.33268016044627e+03	-6.63159567828887e-11,-2.77129570307170e-09
2.34163439826445e+03	-6.63246876868717e-11,-2.76087470499782e-09
2.35062300786503e+03	-6.63334731530735e-11,-2.75049425208518e-09
2.35964612118773e+03	-6.63423137294711e-11,-2.74015419219277e-09
2.36870387067869e+03	-6.63512099677136e-11,-2.72985437377519e-09
2.37779638929248e+03	-6.63601624232213e-11,-2.71959464588051e-09
2.38692381049405e+03	-6.63691716553007e-11,-2.70937485814799e-09
2.39608626826063e+03	-6.63782382270483e-11,-2.69919486080599e-09
2.40528389708376e+03	-6.63873627055633e-11,-2.68905450466975e-09
2.41451683197124e+03	-6.63965456617815e-11,-2.67895364113927e-09
2.42378520844911e+03	-6.64057876706872e-11,-2.66889212219717e-09
2.43308916256362e+03	-6.64150893113272e-11,-2.65886980040648e-09
2.44242883088329e+03	-6.64244511667498e-11,-2.64888652890861e-09
2.45180435050082e+03	-6.64338738241618e-11,-2.63894216142115e-09
2.46121585903520e+03	-6.64433578749223e-11,-2.62903655223582e-09
2.47066349463367e+03	-6.64529039145959e-11,-2.61916955621633e-09
2.48014739597375e+03	-6.64625125430570e-11,-2.60934102879628e-09
2.48966770226531e+03	-6.64721843643616e-11,-2.59955082597711e-09
2.49922455325257e+03	-6.64819199870094e-11,-2.58979880432602e-09
2.50881808921618e+03	-6.64917200238226e-11,-2.58008482097385e-09
2.51844845097529e+03	-6.65015850920718e-11,-2.57040873361310e-09
2.52811577988957e+03	-6.65115158135344e-11,-2.56077040049581e-09
2.53782021786133e+03	-6.65215128145117e-11,-2.55116968043159e-09
2.54756190733759e+03	-6.65315767258263e-11,-2.54160643278550e-09
2.55734099131217e+03	-6.65417081829785e-11,-2.53208051747612e-09
2.56715761332776e+03	-6.65519078261562e-11,-2.52259179497347e-09
2.57701191747810e+03	-6.65621763001717e-11,-2.51314012629703e-09
2.58690404840999e+03	-6.65725142547063e-11,-2.50372537301372e-09
2.59683415132553e+03	-6.65829223442024e-11,-2.49434739723597e-09
2.60680237198416e+03	-6.65934012280095e-11,-2.48500606161965e-09
2.61680885670484e+03	-6.66039515703626e-11,-2.47570122936218e-09
2.62685375236819e+03	-6.66145740404939e-11,-2.46643276420051e-09
2.63693720641865e+03	-6.66252693126480e-11,-2.45720053040920e-09
2.64705936686663e+03	-6.66360380661393e-11,-2.44800439279846e-09
2.65722038229072e+03	-6.66468809853962e-11,-2.43884421671222e-09
2.66742040183981e+03	-6.66577987600787e-11,-2.42971986802617e-09
2.67765957523535e+03	-6.66687920850313e-11,-2.42063121314588e-09
2.68793805277347e+03	-6.66798616604148e-11,-2.41157811900485e-09
2.69825598532727e+03	-6.66910081917373e-11,-2.40256045306267e-09
2.70861352434896e+03	-6.67022323898442e-11,-2.39357808330302e-09
2.71901082187212e+03	-6.67135349711264e-11,-2.38463087823187e-09
2.72944803051396e+03	-6.67249166574403e-11,-2.37571870687558e-09
2.73992530347747e+03	-6.67363781762014e-11,-2.36684143877899e-09
2.75044279455378e+03	-6.67479202604859e-11,-2.35799894400360e-09
2.76100065812433e+03	-6.67595436490009e-11,-2.34919109312572e-09
2.77159904916319e+03	-6.67712490862481e-11,-2.34041775723456e-09
2.78223812323929e+03	-6.67830373225229e-11,-2.33167880793048e-09
2.79291803651875e+03	-6.67949091139641e-11,-2.32297411732309e-09
2.80363894576714e+03	-6.68068652226170e-11,-2.31430355802946e-09
2.81440100835179e+03	-6.68189064165556e-11,-2.30566700317230e-09
2.82520438224411e+03	-6.68310334698754e-11,-2.29706432637814e-09
2.83604922602190e+03	-6.68432471627714e-11,-2.28849540177556e-09
2.84693569887165e+03	-6.68555482816307e-11,-2.27996010399340e-09
2.85786396059094e+03	-6.68679376190678e-11,-2.27145830815891e-09
2.86883417159073e+03	-6.68804159739842e-11,-2.26298988989610e-09
2.87984649289775e+03	-6.68929841516339e-11,-2.25455472532384e-09
2.89090108615683e+03	-6.69056429637567e-11,-2.24615269105421e-09
2.90199811363329e+03	-6.69183932285068e-11,-2.23778366419069e-09
2.91313773821534e+03	-6.69312357706685e-11,-2.22944752232645e-09
2.92432012341645e+03	-6.69441714216426e-11,-2.22114414354257e-09
2.93554543337773e+03	-6.69572010194945e-11,-2.21287340640639e-09
2.94681383287040e+03	-6.69703254090934e-11,-2.20463518996971e-09
2.95812548729814e+03	-6.69835454421181e-11,-2.19642937376714e-09
2.96948056269957e+03	-6.69968619771807e-11,-2.18825583781437e-09
2.98087922575065e+03	-6.70102758798662e-11,-2.18011446260649e-09
2.99232164376715e+03	-6.70237880228060e-11,-2.17200512911629e-09
3.00380798470711e+03	-6.70373992857428e-11,-2.16392771879259e-09
3.01533841717329e+03	-6.70511105556512e-11,-2.15588211355857e-09
3.02691311041562e+03	-6.70649227267469e-11,-2.14786819581011e-09
3.03853223433377e+03	-6.70788367006122e-11,-2.13988584841412e-09
3.05019595947953e+03	-6.70928533862317e-11,-2.13193495470692e-09
3.06190445705941e+03	-6.71069737001358e-11,-2.12401539849257e-09
3.07365789893710e+03	-6.71211985663533e-11,-2.11612706404127e-09
3.08545645763601e+03	-6.71355289166641e-11,-2.10826983608770e-09
3.09730030634179e+03	-6.71499656905221e-11,-2.10044359982944e-09
3.10918961890489e+03	-6.71645098352112e-11,-2.09264824092535e-09
3.12112456984311e+03	-6.71791623059144e-11,-2.08488364549397e-09
3.13310533434414e+03	-6.71939240657967e-11,-2.07714970011189e-09
3.14513208826815e+03	-6.72087960860817e-11,-2.06944629181225e-09
3.15720500815038e+03	-6.72237793461395e-11,-2.06177330808309e-09
3.16932427120371e+03	-6.72388748335750e-11,-2.05413063686579e-09
3.18149005532126e+03	-6.72540835443233e-11,-2.04651816655355e-09
3.19370253907902e+03	-6.72694064826737e-11,-2.03893578598978e-09
3.20596190173848e+03	-6.72848446614521e-11,-2.03138338446660e-09
3.21826832324921e+03	-6.73003991020619e-11,-2.02386085172329e-09
3.23062198425157e+03	-6.73160708345444e-11,-2.01636807794474e-09
3.24302306607930e+03	-6.73318608977215e-11,-2.00890495375995e-09
3.25547175076222e+03	-6.73477703392752e-11,-2.00147137024048e-09
3.26796822102890e+03	-6.73638002158061e-11,-1.99406721889900e-09
3.28051266030931e+03	-6.73799515929711e-11,-1.98669239168775e-09
3.29310525273756e+03	-6.73962255455585e-11,-1.97934678099703e-09
3.30574618315455e+03	-6.74126231575534e-11,-1.97203027965376e-09
3.31843563711074e+03	-6.74291455223119e-11,-1.96474278091998e-09
3.33117380086882e+03	-6.74457937425817e-11,-1.95748417849138e-09
3.34396086140650e+03	-6.74625689306439e-11,-1.95025436649585e-09
3.35679700641918e+03	-6.74794722083762e-11,-1.94305323949199e-09
3.36968242432280e+03	-6.74965047074257e-11,-1.93588069246772e-09
3.38261730425651e+03	-6.75136675692325e-11,-1.92873662083878e-09
3.39560183608551e+03	-6.75309619451709e-11,-1.92162092044737e-09
3.40863621040382e+03	-6.75483889966481e-11,-1.91453348756063e-09
3.42172061853706e+03	-6.75659498952203e-11,-1.90747421886932e-09
3.43485525254530e+03	-6.75836458226827e-11,-1.90044301148636e-09
3.44804030522583e+03	-6.76014779712017e-11,-1.89343976294542e-09
3.46127597011601e+03	-6.76194475433694e-11,-1.88646437119958e-09
3.47456244149614e+03	-6.76375557524117e-11,-1.87951673461987e-09
3.48789991439226e+03	-6.76558038222089e-11,-1.87259675199395e-09
3.50128858457904e+03	-6.76741929874550e-11,-1.86570432252472e-09
3.51472864858267e+03	-6.76927244937558e-11,-1.85883934582895e-09
3.52822030368370e+03	-6.77113995977651e-11,-1.85200172193594e-09
3.54176374791999e+03	-6.77302195672695e-11,-1.84519135128615e-09
3.55535918008957e+03	-6.77491856813625e-11,-1.83840813472988e-09
3.56900679975359e+03	-6.77682992305014e-11,-1.83165197352591e-09
3.58270680723921e+03	-6.77875615166603e-11,-1.82492276934024e-09
3.59645940364261e+03	-6.78069738534855e-11,-1.81822042424467e-09
3.61026479083185e+03	-6.78265375663325e-11,-1.81154484071559e-09
3.62412317144993e+03	-6.78462539925055e-11,-1.80489592163261e-09
3.63803474891768e+03	-6.78661244812870e-11,-1.79827357027729e-09
3.65199972743679e+03	-6.78861503941281e-11,-1.79167769033186e-09
3.66601831199282e+03	-6.79063331047605e-11,-1.78510818587793e-09
3.68009070835817e+03	-6.79266739993160e-11,-1.77856496139522e-09
3.69421712309511e+03	-6.79471744764843e-11,-1.77204792176029e-09
3.70839776355884e+03	-6.79678359476613e-11,-1.76555697224530e-09
3.72263283790052e+03	-6.79886598370011e-11,-1.75909201851675e-09
3.73692255507029e+03	-6.80096475817029e-11,-1.75265296663422e-09
3.75126712482040e+03	-6.80308006320048e-11,-1.74623972304918e-09
3.76566675770823e+03	-6.80521204514159e-11,-1.73985219460372e-09
3.78012166509942e+03	-6.80736085168311e-11,-1.73349028852936e-09
3.79463205917096e+03	-6.80952663186950e-11,-1.72715391244584e-09
3.80919815291430e+03	-6.81170953611185e-11,-1.72084297435988e-09
3.82382016013849e+03	-6.81390971620666e-11,-1.71455738266403e-09
3.83849829547328e+03	-6.81612732534810e-11,-1.70829704613546e-09
3.85323277437233e+03	-6.81836251814446e-11,-1.70206187393480e-09
3.86802381311633e+03	-6.82061545063526e-11,-1.69585177560494e-09
3.88287162881619e+03	-6.82288628030389e-11,-1.68966666106987e-09
3.89777643941621e+03	-6.82517516609691e-11,-1.68350644063354e-09
3.91273846369730e+03	-6.82748226843744e-11,-1.67737102497871e-09
3.92775792128019e+03	-6.82980774924432e-11,-1.67126032516580e-09
3.94283503262864e+03	-6.83215177194607e-11,-1.66517425263175e-09
3.95797001905269e+03	-6.83451450149926e-11,-1.65911271918891e-09
3.97316310271189e+03	-6.83689610440461e-11,-1.65307563702393e-09
3.98841450661858e+03	-6.83929674872585e-11,-1.64706291869660e-09
4.00372445464115e+03	-6.84171660410638e-11,-1.64107447713884e-09
4.01909317150736e+03	-6.84415584178476e-11,-1.63511022565351e-09
4.03452088280756e+03	-6.84661463461722e-11,-1.62917007791338e-09
4.05000781499811e+03	-6.84909315709179e-11,-1.62325394796004e-09
4.06555419540460e+03	-6.85159158534727e-11,-1.61736175020284e-09
4.08116025222525e+03	-6.85411009719585e-11,-1.61149339941778e-09
4.09682621453426e+03	-6.85664887213557e-11,-1.60564881074655e-09
4.11255231228512e+03	-6.85920809137576e-11,-1.59982789969537e-09
4.12833877631406e+03	-6.86178793785066e-11,-1.59403058213405e-09
4.14418583834336e+03	-6.86438859624470e-11,-1.58825677429490e-09
4.16009373098482e+03	-6.86701025300722e-11,-1.58250639277174e-09
4.17606268774314e+03	-6.86965309637644e-11,-1.57677935451887e-09
4.19209294301933e+03	-6.87231731639776e-11,-1.57107557685007e-09
4.20818473211420e+03	-6.87500310494504e-11,-1.56539497743760e-09
4.22433829123178e+03	-6.87771065574222e-11,-1.55973747431123e-09
4.24055385748279e+03	-6.88044016438385e-11,-1.55410298585721e-09
4.25683166888811e+03	-6.88319182835693e-11,-1.54849143081737e-09
4.27317196438232e+03	-6.88596584706203e-11,-1.54290272828810e-09
4.28957498381716e+03	-6.88876242183665e-11,-1.53733679771940e-09
4.30604096796504e+03	-6.89158175597658e-11,-1.53179355891397e-09
4.32257015852265e+03	-6.89442405475945e-11,-1.52627293202623e-09
4.33916279811443e+03	-6.89728952546659e-11,-1.52077483756140e-09
4.35581913029615e+03	-6.90017837740744e-11,-1.51529919637460e-09
4.37253939955851e+03	-6.90309082194352e-11,-1.50984592966990e-09
4.38932385133072e+03	-6.90602707251121e-11,-1.50441495899947e-09
4.40617273198407e+03	-6.90898734464585e-11,-1.49900620626259e-09
4.42308628883561e+03	-6.91197185600878e-11,-1.49361959370488e-09
4.44006477015170e+03	-6.91498082640872e-11,-1.48825504391733e-09
4.45710842515172e+03	-6.91801447783160e-11,-1.48291247983547e-09
4.47421750401171e+03	-6.92107303446104e-11,-1.47759182473851e-09
4.49139225786802e+03	-6.92415672270813e-11,-1.47229300224844e-09
4.50863293882103e+03	-6.92726577123728e-11,-1.46701593632927e-09
4.52593979993882e+03	-6.93040041099250e-11,-1.46176055128612e-09
4.54331309526091e+03	-6.93356087522176e-11,-1.45652677176444e-09
4.56075307980196e+03	-6.93674739951123e-11,-1.45131452274916e-09
4.57826000955555e+03	-6.93996022180588e-11,-1.44612372956390e-09
4.59583414149791e+03	-6.94319958244271e-11,-1.44095431787018e-09
4.61347573359170e+03	-6.94646572417714e-11,-1.43580621366659e-09
4.63118504478980e+03	-6.94975889221193e-11,-1.43067934328808e-09
4.64896233503910e+03	-6.95307933422926e-11,-1.42557363340509e-09
4.66680786528433e+03	-6.95642730041708e-11,-1.42048901102291e-09
4.68472189747188e+03	-6.95980304350236e-11,-1.41542540348079e-09
4.70270469455365e+03	-6.96320681877918e-11,-1.41038273845133e-09
4.72075652049092e+03	-6.96663888414298e-11,-1.40536094393964e-09
4.73887764025819e+03	-6.97009950012057e-11,-1.40035994828267e-09
4.75706831984711e+03	-6.97358892990105e-11,-1.39537968014849e-09
4.77532882627036e+03	-6.97710743937024e-11,-1.39042006853559e-09
4.79365942756559e+03	-6.98065529714473e-11,-1.38548104277213e-09
4.81206039279931e+03	-6.98423277460151e-11,-1.38056253251533e-09
4.83053199207090e+03	-6.98784014591576e-11,-1.37566446775076e-09
4.84907449651654e+03	-6.99147768809366e-11,-1.37078677879167e-09
4.86768817831317e+03	-6.99514568100733e-11,-1.36592939627832e-09
4.88637331068254e+03	-6.99884440743111e-11,-1.36109225117738e-09
4.90513016789518e+03	-7.00257415307667e-11,-1.35627527478124e-09
4.92395902527443e+03	-7.00633520663063e-11,-1.35147839870743e-09
4.94286015920049e+03	-7.01012785979151e-11,-1.34670155489797e-09
4.96183384711448e+03	-7.01395240730516e-11,-1.34194467561879e-09
4.98088036752251e+03	-7.01780914700684e-11,-1.33720769345912e-09
4.99999999999975e+03	-7.02169837985737e-11,-1.33249054133091e-09
5.01919302519457e+03	-7.02562040998275e-11,-1.32779315246824e-09
5.03845972483260e+03	-7.02957554471417e-11,-1.32311546042680e-09
5.05780038172095e+03	-7.03356409463022e-11,-1.31845739908329e-09
5.07721527975229e+03	-7.03758637359511e-11,-1.31381890263491e-09
5.09670470390905e+03	-7.04164269880301e-11,-1.30919990559881e-09
5.11626894026758e+03	-7.04573339081935e-11,-1.30460034281159e-09
5.13590827600238e+03	-7.04985877362293e-11,-1.30002014942877e-09
5.15562299939029e+03	-7.05401917465215e-11,-1.29545926092429e-09
5.17541339981474e+03	-7.05821492484653e-11,-1.29091761309008e-09
5.19527976776998e+03	-7.06244635869437e-11,-1.28639514203549e-09
5.21522239486536e+03	-7.06671381427524e-11,-1.28189178418691e-09
5.23524157382960e+03	-7.07101763330991e-11,-1.27740747628728e-09
5.25533759851509e+03	-7.07535816120589e-11,-1.27294215539566e-09
5.27551076390220e+03	-7.07973574710395e-11,-1.26849575888680e-09
5.29576136610362e+03	-7.08415074392958e-11,-1.26406822445072e-09
5.31608970236869e+03	-7.08860350843968e-11,-1.25965949009230e-09
5.33649607108778e+03	-7.09309440127377e-11,-1.25526949413092e-09
5.35698077179666e+03	-7.09762378700576e-11,-1.25089817520005e-09
5.37754410518090e+03	-7.10219203419394e-11,-1.24654547224687e-09
5.39818637308029e+03	-7.10679951543405e-11,-1.24221132453197e-09
5.41890787849326e+03	-7.11144660741446e-11,-1.23789567162896e-09
5.43970892558131e+03	-7.11613369096591e-11,-1.23359845342413e-09
5.46058981967354e+03	-7.12086115112151e-11,-1.22931961011621e-09
5.48155086727105e+03	-7.12562937716960e-11,-1.22505908221597e-09
5.50259237605148e+03	-7.13043876271132e-11,-1.22081681054599e-09
5.52371465487355e+03	-7.13528970571723e-11,-1.21659273624038e-09
5.54491801378154e+03	-7.14018260858861e-11,-1.21238680074449e-09
5.56620276400987e+03	-7.14511787821345e-11,-1.20819894581467e-09
5.58756921798769e+03	-7.15009592603001e-11,-1.20402911351805e-09
5.60901768934341e+03	-7.15511716808583e-11,-1.19987724623231e-09
5.63054849290935e+03	-7.16018202510131e-11,-1.19574328664545e-09
5.65216194472636e+03	-7.16529092253367e-11,-1.19162717775563e-09
5.67385836204842e+03	-7.17044429063956e-11,-1.18752886287096e-09
5.69563806334733e+03	-7.17564256454275e-11,-1.18344828560936e-09
5.71750136831741e+03	-7.18088618429897e-11,-1.17938538989839e-09
5.73944859788010e+03	-7.18617559496436e-11,-1.17534011997512e-09
5.76148007418879e+03	-7.19151124666369e-11,-1.17131242038602e-09
5.78359612063346e+03	-7.19689359466111e-11,-1.16730223598684e-09
5.80579706184544e+03	-7.20232309943010e-11,-1.16330951194252e-09
5.82808322370224e+03	-7.20780022672614e-11,-1.15933419372712e-09
5.85045493333223e+03	-7.21332544766015e-11,-1.15537622712378e-09
5.87291251911955e+03	-7.21889923877363e-11,-1.15143555822463e-09
5.89545631070882e+03	-7.22452208211262e-11,-1.14751213343081e-09
5.91808663901009e+03	-7.23019446530659e-11,-1.14360589945243e-09
5.94080383620361e+03	-7.23591688164639e-11,-1.13971680330859e-09
5.96360823574475e+03	-7.24168983016370e-11,-1.13584479232740e-09
5.98650017236888e+03	-7.24751381571194e-11,-1.13198981414600e-09
6.00947998209629e+03	-7.25338934904865e-11,-1.12815181671066e-09
6.03254800223711e+03	-7.25931694691947e-11,-1.12433074827682e-09
6.05570457139628e+03	-7.26529713214371e-11,-1.12052655740917e-09
6.07895002947851e+03	-7.27133043369996e-11,-1.11673919298179e-09
6.10228471769326e+03	-7.27741738681527e-11,-1.11296860417828e-09
6.12570897855978e+03	-7.28355853305377e-11,-1.10921474049186e-09
6.14922315591210e+03	-7.28975442040874e-11,-1.10547755172559e-09
6.17282759490409e+03	-7.29600560339443e-11,-1.10175698799252e-09
6.19652264201454e+03	-7.30231264314116e-11,-1.09805299971587e-09
6.22030864505222e+03	-7.30867610749031e-11,-1.09436553762933e-09
6.24418595316102e+03	-7.31509657109325e-11,-1.09069455277722e-09
6.26815491682504e+03	-7.32157461550923e-11,-1.08703999651477e-09
6.29221588787376e+03	-7.32811082930718e-11,-1.08340182050842e-09
6.31636921948719e+03	-7.33470580816801e-11,-1.07977997673613e-09
6.34061526620106e+03	-7.34136015498988e-11,-1.07617441748764e-09
6.36495438391203e+03	-7.34807447999350e-11,-1.07258509536489e-09
6.38938692988288e+03	-7.35484940083134e-11,-1.06901196328233e-09
6.41391326274781e+03	-7.36168554269731e-11,-1.06545497446732e-09
6.43853374251766e+03	-7.36858353843935e-11,-1.06191408246054e-09
6.46324873058522e+03	-7.37554402867242e-11,-1.05838924111642e-09
6.48805858973051e+03	-7.38256766189619e-11,-1.05488040460356e-09
6.51296368412613e+03	-7.38965509461207e-11,-1.05138752740527e-09
6.53796437934260e+03	-7.39680699144359e-11,-1.04791056432001e-09
6.56306104235370e+03	-7.40402402525988e-11,-1.04444947046190e-09
6.58825404154190e+03	-7.41130687729896e-11,-1.04100420126134e-09
6.61354374670373e+03	-7.41865623729536e-11,-1.03757471246549e-09
6.63893052905522e+03	-7.42607280360993e-11,-1.03416096013892e-09
6.66441476123737e+03	-7.43355728335993e-11,-1.03076290066419e-09
6.68999681732160e+03	-7.44111039255443e-11,-1.02738049074253e-09
6.71567707281521e+03	-7.44873285622940e-11,-1.02401368739449e-09
6.74145590466696e+03	-7.45642540858779e-11,-1.02066244796061e-09
6.76733369127256e+03	-7.46418879314032e-11,-1.01732673010219e-09
6.79331081248022e+03	-7.47202376284946e-11,-1.01400649180199e-09
6.81938764959625e+03	-7.47993108027650e-11,-1.01070169136503e-09
6.84556458539062e+03	-7.48791151773034e-11,-1.00741228741941e-09
6.87184200410265e+03	-7.49596585742049e-11,-1.00413823891707e-09
6.89822029144655e+03	-7.50409489161132e-11,-1.00087950513474e-09
6.92469983461717e+03	-7.51229942278040e-11,-9.97636045674770e-10
6.95128102229564e+03	-7.52058026377920e-11,-9.94407820466051e-10
6.97796424465506e+03	-7.52893823799683e-11,-9.91194789764977e-10
7.00474989336630e+03	-7.53737417952746e-11,-9.87996914156423e-10
7.03163836160364e+03	-7.54588893333984e-11,-9.84814154554740e-10
7.05863004405066e+03	-7.55448335545098e-11,-9.81646472204804e-10
7.08572533690592e+03	-7.56315831310281e-11,-9.78493828683084e-10
7.11292463788887e+03	-7.57191468494195e-11,-9.75356185898748e-10
7.14022834624564e+03	-7.58075336120326e-11,-9.72233506094799e-10
7.16763686275488e+03	-7.58967524389678e-11,-9.69125751849240e-10
7.19515058973370e+03	-7.59868124699802e-11,-9.66032886076290e-10
7.22276993104355e+03	-7.60777229664280e-11,-9.62954872027609e-10
7.25049529209612e+03	-7.61694933132455e-11,-9.59891673293581e-10
7.27832707985933e+03	-7.62621330209634e-11,-9.56843253804624e-10
7.30626570286330e+03	-7.63556517277653e-11,-9.53809577832530e-10
7.33431157120631e+03	-7.64500592015863e-11,-9.50790609991853e-10
7.36246509656086e+03	-7.65453653422547e-11,-9.47786315241327e-10
7.39072669217970e+03	-7.66415801836628e-11,-9.44796658885329e-10
7.41909677290190e+03	-7.67387138959981e-11,-9.41821606575372e-10
7.44757575515891e+03	-7.68367767880110e-11,-9.38861124311644e-10
7.47616405698072e+03	-7.69357793093188e-11,-9.35915178444589e-10
7.50486209800196e+03	-7.70357320527726e-11,-9.32983735676523e-10
7.53367029946806e+03	-7.71366457568599e-11,-9.30066763063290e-10
7.56258908424148e+03	-7.72385313081501e-11,-9.27164228015977e-10
7.59161887680786e+03	-7.73413997438106e-11,-9.24276098302646e-10
7.62076010328225e+03	-7.74452622541480e-11,-9.21402342050136e-10
7.65001319141544e+03	-7.75501301852129e-11,-9.18542927745886e-10
7.67937857060013e+03	-7.76560150414642e-11,-9.15697824239828e-10
7.70885667187734e+03	-7.77629284884731e-11,-9.12867000746304e-10
7.73844792794265e+03	-7.78708823556891e-11,-9.10050426846042e-10
7.76815277315260e+03	-7.79798886392651e-11,-9.07248072488179e-10
7.79797164353105e+03	-7.80899595049380e-11,-9.04459907992332e-10
7.82790497677560e+03	-7.82011072909645e-11,-9.01685904050718e-10
7.85795321226397e+03	-7.83133445111199e-11,-8.98926031730321e-10
7.88811679106050e+03	-7.84266838577669e-11,-8.96180262475120e-10
7.91839615592258e+03	-7.85411382049748e-11,-8.93448568108366e-10
7.94879175130721e+03	-7.86567206117105e-11,-8.90730920834900e-10
7.97930402337744e+03	-7.87734443250997e-11,-8.88027293243548e-10
8.00993342000899e+03	-7.88913227837471e-11,-8.85337658309551e-10
8.04068039079679e+03	-7.90103696211340e-11,-8.82661989397069e-10
8.07154538706159e+03	-7.91305986690870e-11,-8.80000260261723e-10
8.10252886185658e+03	-7.92520239613104e-11,-8.77352445053219e-10
8.13363126997404e+03	-7.93746597370118e-11,-8.74718518318005e-10
8.16485306795203e+03	-7.94985204445850e-11,-8.72098455002017e-10
8.19619471408106e+03	-7.96236207453853e-11,-8.69492230453463e-10
8.22765666841085e+03	-7.97499755175798e-11,-8.66899820425688e-10
8.25923939275706e+03	-7.98775998600832e-11,-8.64321201080089e-10
8.29094335070810e+03	-8.00065090965736e-11,-8.61756348989109e-10
8.32276900763188e+03	-8.01367187795992e-11,-8.59205241139287e-10
8.35471683068269e+03	-8.02682446947789e-11,-8.56667854934383e-10
8.38678728880805e+03	-8.04011028650799e-11,-8.54144168198570e-10
8.41898085275558e+03	-8.05353095552036e-11,-8.51634159179694e-10
8.45129799507990e+03	-8.06708812760595e-11,-8.49137806552617e-10
8.48373919014958e+03	-8.08078347893395e-11,-8.46655089422619e-10
8.51630491415413e+03	-8.09461871121957e-11,-8.44185987328884e-10
8.54899564511095e+03	-8.10859555220142e-11,-8.41730480248062e-10
8.58181186287234e+03	-8.12271575613023e-11,-8.39288548597905e-10
8.61475404913259e+03	-8.13698110426842e-11,-8.36860173240991e-10
8.64782268743501e+03	-8.15139340540020e-11,-8.34445335488518e-10
8.68101826317905e+03	-8.16595449635404e-11,-8.32044017104188e-10
8.71434126362742e+03	-8.18066624253592e-11,-8.29656200308175e-10
8.74779217791322e+03	-8.19553053847509e-11,-8.27281867781175e-10
8.78137149704715e+03	-8.21054930838268e-11,-8.24921002668552e-10
8.81507971392472e+03	-8.22572450672211e-11,-8.22573588584563e-10
8.84891732333345e+03	-8.24105811879287e-11,-8.20239609616679e-10
8.88288482196016e+03	-8.25655216132789e-11,-8.17919050330007e-10
8.91698270839826e+03	-8.27220868310454e-11,-8.15611895771792e-10
8.95121148315506e+03	-8.28802976556932e-11,-8.13318131476029e-10
8.98557164865911e+03	-8.30401752347750e-11,-8.11037743468164e-10
9.02006370926762e+03	-8.32017410554723e-11,-8.08770718269908e-10
9.05468817127377e+03	-8.33650169512935e-11,-8.06517042904139e-10
9.08944554291426e+03	-8.35300251089204e-11,-8.04276704899925e-10
9.12433633437666e+03	-8.36967880752240e-11,-8.02049692297638e-10
9.15936105780699e+03	-8.38653287644415e-11,-7.99835993654193e-10
9.19452022731716e+03	-8.40356704655196e-11,-7.97635598048386e-10
9.22981435899259e+03	-8.42078368496388e-11,-7.95448495086356e-10
9.26524397089970e+03	-8.43818519779096e-11,-7.93274674907157e-10
9.30080958309361e+03	-8.45577403092563e-11,-7.91114128188451e-10
9.33651171762571e+03	-8.47355267084904e-11,-7.88966846152321e-10
9.37235089855132e+03	-8.49152364545740e-11,-7.86832820571213e-10
9.40832765193742e+03	-8.50968952490849e-11,-7.84712043773993e-10
9.44444250587036e+03	-8.52805292248881e-11,-7.82604508652148e-10
9.48069599046358e+03	-8.54661649550142e-11,-7.80510208666105e-10
9.51708863786545e+03	-8.56538294617566e-11,-7.78429137851695e-10
9.55362098226701e+03	-8.58435502259934e-11,-7.76361290826744e-10
9.59029355990988e+03	-8.60353551967290e-11,-7.74306662797818e-10
9.62710690909408e+03	-8.62292728008863e-11,-7.72265249567092e-10
9.66406157018596e+03	-8.64253319533242e-11,-7.70237047539387e-10
9.70115808562612e+03	-8.66235620671150e-11,-7.68222053729338e-10
9.73839699993737e+03	-8.68239930640747e-11,-7.66220265768723e-10
9.77577885973275e+03	-8.70266553855551e-11,-7.64231681913951e-10
9.81330421372351e+03	-8.72315800035086e-11,-7.62256301053696e-10
9.85097361272718e+03	-8.74387984318305e-11,-7.60294122716707e-10
9.88878760967568e+03	-8.76483427379869e-11,-7.58345147079776e-10
9.92674675962341e+03	-8.78602455549433e-11,-7.56409374975878e-10
9.96485161975540e+03	-8.80745400933886e-11,-7.54486807902485e-10
1.00031027493955e+04	-8.82912601542775e-11,-7.52577448030051e-10
1.00415007100146e+04	-8.85104401416928e-11,-7.50681298210682e-10
1.00800460652388e+04	-8.87321150760392e-11,-7.48798361986992e-10
1.01187393808578e+04	-8.89563206075788e-11,-7.46928643601143e-10
1.01575812248331e+04	-8.91830930303156e-11,-7.45072148004078e-10
1.01965721673064e+04	-8.94124692962450e-11,-7.43228880864951e-10
1.02357127806080e+04	-8.96444870299720e-11,-7.41398848580757e-10
1.02750036392650e+04	-8.98791845437172e-11,-7.39582058286172e-10
1.03144453200101e+04	-9.01166008527154e-11,-7.37778517863588e-10
1.03540384017895e+04	-9.03567756910219e-11,-7.35988235953384e-10
1.03937834657723e+04	-9.05997495277392e-11,-7.34211221964391e-10
1.04336810953579e+04	-9.08455635836751e-11,-7.32447486084599e-10
1.04737318761854e+04	-9.10942598484483e-11,-7.30697039292083e-10
1.05139363961421e+04	-9.13458810980514e-11,-7.28959893366161e-10
1.05542952453717e+04	-9.16004709128881e-11,-7.27236060898797e-10
1.05948090162832e+04	-9.18580736963008e-11,-7.25525555306239e-10
